day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19834,146,20,0
1,19543,389,66,2
2,18818,1011,162,9
3,17127,2411,431,31
4,13680,5230,998,92
5,7976,9501,2293,230
6,2617,12270,4609,504
7,386,11092,7433,1089
8,18,8315,9623,2044
9,4,5989,10633,3374
10,6,4340,10863,4791
11,16,3143,10656,6185
12,17,2298,10086,7599
13,23,1661,9456,8860
14,25,1188,8723,10064
15,30,847,7888,11235
16,31,635,7076,12258
17,44,477,6356,13123
18,57,376,5596,13971
19,72,319,4939,14670
20,79,285,4350,15286
21,68,247,3869,15816
22,89,210,3377,16324
23,74,208,3008,16710
24,95,179,2641,17085
25,93,179,2340,17388
26,99,177,2065,17659
27,108,177,1839,17876
28,120,172,1610,18098
29,135,143,1448,18274
30,169,142,1272,18417
31,180,154,1116,18550
32,180,176,998,18646
33,210,172,887,18731
34,241,187,801,18771
35,271,189,727,18813
36,304,203,662,18831
37,332,184,646,18838
38,334,200,599,18867
39,356,188,552,18904
40,394,189,525,18892
41,407,191,514,18888
42,441,184,496,18879
43,459,194,471,18876
44,508,184,460,18848
45,546,195,433,18826
46,556,215,422,18807
47,580,232,422,18766
48,596,240,416,18748
49,624,223,428,18725
50,623,236,426,18715
51,657,251,409,18683
52,676,248,410,18666
53,662,264,422,18652
54,659,278,424,18639
55,657,292,429,18622
56,655,291,452,18602
57,649,298,464,18589
58,636,317,476,18571
59,633,303,495,18569
60,612,339,500,18549
61,606,329,515,18550
62,617,327,530,18526
63,604,337,545,18514
64,596,328,596,18480
65,580,336,609,18475
66,576,346,603,18475
67,563,365,617,18455
68,547,372,616,18465
69,548,350,637,18465
70,547,344,630,18479
71,539,354,631,18476
72,559,344,638,18459
73,568,345,637,18450
74,552,367,623,18458
75,532,360,646,18462
76,543,348,676,18433
77,552,363,696,18389
78,529,368,708,18395
79,517,381,716,18386
80,503,366,725,18406
81,501,360,722,18417
82,484,377,726,18413
83,486,361,750,18403
84,512,355,730,18403
85,499,369,701,18431
86,521,377,697,18405
87,514,390,705,18391
88,524,385,696,18395
89,533,387,702,18378
90,520,414,694,18372
91,527,396,713,18364
92,518,406,698,18378
93,543,371,725,18361
94,551,368,730,18351
95,552,384,725,18339
96,529,389,743,18339
97,542,384,754,18320
98,538,417,728,18317
99,547,418,743,18292
100,507,447,745,18301
101,524,443,758,18275
102,490,454,768,18288
103,501,459,775,18265
104,509,442,793,18256
105,531,411,799,18259
106,529,410,796,18265
107,504,423,815,18258
108,494,423,817,18266
109,493,420,815,18272
110,496,432,817,18255
111,500,421,821,18258
112,527,406,826,18241
113,521,411,825,18243
114,523,411,831,18235
115,510,423,817,18250
116,516,428,821,18235
117,513,439,802,18246
118,507,420,842,18231
119,504,416,865,18215
120,492,415,893,18200
121,488,413,877,18222
122,484,429,854,18233
123,491,426,836,18247
124,500,432,811,18257
125,506,416,818,18260
126,515,410,822,18253
127,507,411,848,18234
128,500,433,821,18246
129,516,419,835,18230
130,528,413,827,18232
131,510,414,835,18241
132,525,427,817,18231
133,533,443,811,18213
134,563,434,816,18187
135,535,451,823,18191
136,544,437,860,18159
137,564,420,850,18166
138,587,443,839,18131
139,556,470,837,18137
140,538,484,834,18144
141,560,468,858,18114
142,540,480,875,18105
143,531,459,910,18100
144,526,473,902,18099
145,536,454,914,18096
146,511,469,927,18093
147,501,489,924,18086
148,513,479,899,18109
149,503,490,915,18092
150,521,468,934,18077
151,543,458,953,18046
152,510,488,911,18091
153,519,456,934,18091
154,544,412,956,18088
155,532,430,947,18091
156,530,439,949,18082
157,517,458,942,18083
158,522,446,944,18088
159,504,465,925,18106
160,504,455,935,18106
161,492,467,932,18109
162,476,496,900,18128
163,480,465,920,18135
164,514,453,905,18128
165,549,439,892,18120
166,524,477,876,18123
167,530,456,870,18144
168,536,453,872,18139
169,546,455,864,18135
170,531,479,880,18110
171,571,433,919,18077
172,547,477,904,18072
173,536,477,917,18070
174,537,500,920,18043
175,540,472,949,18039
176,542,476,940,18042
177,532,475,972,18021
178,537,468,976,18019
179,534,475,975,18016
180,524,480,986,18010
181,501,509,959,18031
182,477,538,948,18037
183,498,515,950,18037
184,491,499,961,18049
185,518,478,935,18069
186,539,479,914,18068
187,561,479,918,18042
188,580,465,938,18017
189,561,492,929,18018
190,563,501,940,17996
191,545,518,939,17998
192,528,554,933,17985
193,485,535,985,17995
194,485,537,975,18003
195,481,528,990,18001
196,499,508,1015,17978
197,496,520,1000,17984
198,497,515,998,17990
199,494,502,1013,17991
200,489,514,1003,17994
201,506,506,995,17993
202,501,488,1005,18006
203,502,491,993,18014
204,496,490,1006,18008
205,500,479,1002,18019
206,515,497,989,17999
207,510,486,991,18013
208,506,490,967,18037
209,499,487,979,18035
210,510,479,963,18048
211,523,480,980,18017
212,500,507,974,18019
213,507,489,1003,18001
214,523,478,974,18025
215,552,467,976,18005
216,538,494,975,17993
217,520,496,975,18009
218,518,507,953,18022
219,526,508,978,17988
220,523,524,965,17988
221,539,520,975,17966
222,543,513,988,17956
223,501,542,991,17966
224,512,512,1012,17964
225,530,513,1009,17948
226,540,515,1009,17936
227,527,530,1000,17943
228,506,508,1021,17965
229,510,484,1024,17982
230,525,493,1022,17960
231,505,496,1025,17974
232,485,488,1083,17944
233,494,491,1072,17943
234,522,493,1050,17935
235,538,485,1027,17950
236,529,489,1009,17973
237,541,502,969,17988
238,532,511,971,17986
239,517,545,936,18002
240,525,525,946,18004
241,546,523,965,17966
242,548,519,978,17955
243,530,523,1001,17946
244,515,513,1017,17955
245,526,511,1034,17929
246,513,505,1039,17943
247,515,520,1027,17938
248,503,522,1029,17946
249,511,536,1023,17930
250,545,515,1022,17918
251,548,543,995,17914
252,526,547,1015,17912
253,521,529,1010,17940
254,499,546,1011,17944
255,496,532,1036,17936
256,486,534,1018,17962
257,502,516,1029,17953
258,502,517,1017,17964
259,499,506,1036,17959
260,479,516,1029,17976
261,505,502,1012,17981
262,520,494,1016,17970
263,502,516,1008,17974
264,512,499,1024,17965
265,513,525,1009,17953
266,499,504,1044,17953
267,494,497,1056,17953
268,490,495,1057,17958
269,446,516,1050,17988
270,438,490,1056,18016
271,462,479,1027,18032
272,463,473,1028,18036
273,489,470,1011,18030
274,500,470,1011,18019
275,528,459,1009,18004
276,532,452,996,18020
277,557,454,1007,17982
278,541,471,1016,17972
279,579,488,996,17937
280,548,494,999,17959
281,545,533,949,17973
282,561,531,980,17928
283,550,522,989,17939
284,533,532,998,17937
285,532,536,1006,17926
286,522,546,1014,17918
287,517,536,1052,17895
288,525,547,1059,17869
289,508,557,1055,17880
290,485,562,1042,17911
291,467,557,1053,17923
292,477,522,1066,17935
293,474,517,1065,17944
294,475,511,1063,17951
295,494,500,1068,17938
296,511,506,1030,17953
297,491,527,1039,17943
298,518,528,1020,17934
299,510,551,1026,17913
300,493,523,1059,17925
301,484,506,1078,17932
302,462,499,1099,17940
