day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19851,129,20,0
1,19613,334,49,4
2,19078,773,138,11
3,17645,1968,362,25
4,14527,4546,851,76
5,9228,8579,2012,181
6,3385,11981,4160,474
7,571,11376,7015,1038
8,38,8651,9317,1994
9,6,6250,10517,3227
10,9,4420,10923,4648
11,21,3146,10812,6021
12,17,2276,10229,7478
13,19,1668,9463,8850
14,20,1219,8677,10084
15,29,886,7845,11240
16,45,660,7042,12253
17,43,510,6310,13137
18,58,396,5616,13930
19,61,313,4986,14640
20,56,254,4418,15272
21,68,210,3911,15811
22,83,167,3490,16260
23,84,173,3066,16677
24,99,161,2715,17025
25,96,171,2394,17339
26,117,164,2100,17619
27,149,160,1858,17833
28,183,151,1645,18021
29,184,168,1466,18182
30,210,171,1299,18320
31,219,183,1150,18448
32,230,187,1039,18544
33,248,186,947,18619
34,259,193,872,18676
35,290,184,832,18694
36,298,198,753,18751
37,317,197,705,18781
38,336,207,671,18786
39,349,189,628,18834
40,370,201,597,18832
41,404,209,557,18830
42,438,205,546,18811
43,438,219,522,18821
44,476,212,502,18810
45,502,219,486,18793
46,519,239,455,18787
47,544,218,459,18779
48,546,232,462,18760
49,554,242,454,18750
50,571,239,451,18739
51,579,225,474,18722
52,595,238,458,18709
53,625,257,453,18665
54,620,260,468,18652
55,635,255,473,18637
56,643,259,502,18596
57,663,261,511,18565
58,661,272,528,18539
59,618,303,538,18541
60,633,323,529,18515
61,646,340,532,18482
62,628,351,548,18473
63,617,347,575,18461
64,603,350,570,18477
65,599,336,589,18476
66,588,335,603,18474
67,552,362,590,18496
68,544,360,607,18489
69,551,350,625,18474
70,548,352,636,18464
71,537,340,657,18466
72,563,352,640,18445
73,553,354,640,18453
74,549,353,646,18452
75,555,356,653,18436
76,518,374,651,18457
77,525,370,659,18446
78,516,351,663,18470
79,521,348,673,18458
80,524,353,681,18442
81,548,347,705,18400
82,548,349,695,18408
83,535,350,686,18429
84,541,363,655,18441
85,523,389,657,18431
86,545,370,676,18409
87,520,389,680,18411
88,520,389,681,18410
89,512,395,695,18398
90,493,391,716,18400
91,506,380,726,18388
92,519,374,725,18382
93,516,383,748,18353
94,513,387,745,18355
95,516,382,747,18355
96,509,370,763,18358
97,504,373,768,18355
98,519,368,773,18340
99,555,361,768,18316
100,544,364,776,18316
101,539,364,777,18320
102,535,377,744,18344
103,545,368,758,18329
104,550,399,763,18288
105,531,412,756,18301
106,519,410,781,18290
107,536,407,790,18267
108,519,411,782,18288
109,541,403,777,18279
110,535,425,773,18267
111,561,419,768,18252
112,535,426,770,18269
113,548,401,805,18246
114,528,412,798,18262
115,554,431,778,18237
116,555,428,803,18214
117,549,437,803,18211
118,550,427,816,18207
119,546,440,808,18206
120,564,454,814,18168
121,572,445,830,18153
122,587,471,789,18153
123,573,472,821,18134
124,581,447,839,18133
125,544,478,839,18139
126,545,463,875,18117
127,532,475,867,18126
128,496,480,880,18144
129,491,469,895,18145
130,489,472,877,18162
131,491,469,879,18161
132,513,441,845,18201
133,510,429,860,18201
134,507,426,869,18198
135,505,438,854,18203
136,557,426,861,18156
137,547,454,847,18152
138,517,453,876,18154
139,523,436,894,18147
140,542,430,900,18128
141,539,437,897,18127
142,538,443,911,18108
143,507,478,888,18127
144,523,463,895,18119
145,545,453,898,18104
146,523,472,905,18100
147,515,466,912,18107
148,491,470,924,18115
149,502,456,928,18114
150,538,466,908,18088
151,523,492,885,18100
152,557,452,901,18090
153,582,465,896,18057
154,559,467,915,18059
155,541,490,919,18050
156,534,498,928,18040
157,508,491,952,18049
158,519,476,945,18060
159,503,484,933,18080
160,524,467,923,18086
161,513,479,914,18094
162,480,484,921,18115
163,489,465,935,18111
164,495,453,926,18126
165,503,446,880,18171
166,506,467,877,18150
167,525,442,901,18132
168,520,445,905,18130
169,523,461,878,18138
170,534,446,891,18129
171,557,451,882,18110
172,545,492,865,18098
173,535,486,893,18086
174,532,487,912,18069
175,541,467,938,18054
176,531,472,933,18064
177,522,486,912,18080
178,540,490,917,18053
179,542,465,940,18053
180,553,477,934,18036
181,535,497,945,18023
182,514,494,977,18015
183,492,500,964,18044
184,464,502,975,18059
185,447,492,979,18082
186,471,468,1006,18055
187,470,439,999,18092
188,484,457,977,18082
189,467,468,959,18106
190,476,461,947,18116
191,499,440,933,18128
192,490,430,924,18156
193,509,428,933,18130
194,520,426,927,18127
195,540,432,911,18117
196,534,456,885,18125
197,554,453,888,18105
198,548,469,889,18094
199,563,452,903,18082
200,552,453,912,18083
201,567,470,911,18052
202,575,451,936,18038
203,598,453,936,18013
204,570,493,936,18001
205,561,512,942,17985
206,562,519,953,17966
207,561,501,983,17955
208,541,490,980,17989
209,543,486,992,17979
210,539,475,978,18008
211,543,487,961,18009
212,519,494,946,18041
213,517,495,951,18037
214,527,492,952,18029
215,531,502,962,18005
216,505,512,951,18032
217,520,494,972,18014
218,522,485,1005,17988
219,509,493,1012,17986
220,511,496,1006,17987
221,514,490,1000,17996
222,526,502,962,18010
223,531,508,952,18009
224,539,496,969,17996
225,550,484,978,17988
226,535,509,969,17987
227,550,493,970,17987
228,565,490,985,17960
229,549,503,945,18003
230,542,530,931,17997
231,562,503,949,17986
232,562,525,937,17976
233,549,520,970,17961
234,526,525,989,17960
235,535,504,1004,17957
236,518,521,995,17966
237,552,523,978,17947
238,522,529,1000,17949
239,528,530,1016,17926
240,550,536,1025,17889
241,525,536,1041,17898
242,525,540,1028,17907
243,503,535,1041,17921
244,510,524,1050,17916
245,507,494,1057,17942
246,486,512,1039,17963
247,532,492,1030,17946
248,545,490,1029,17936
249,514,516,1018,17952
250,536,511,1034,17919
251,534,513,1033,17920
252,510,522,1060,17908
253,518,527,1039,17916
254,498,522,1054,17926
255,525,510,1056,17909
256,517,526,1038,17919
257,524,514,1038,17924
258,497,520,1008,17975
259,501,506,1012,17981
260,485,527,1008,17980
261,480,519,1021,17980
262,457,518,1025,18000
263,510,465,1046,17979
264,500,490,1035,17975
265,484,492,1051,17973
266,497,470,1043,17990
267,511,475,1015,17999
268,551,485,1024,17940
269,539,504,1034,17923
270,532,511,1020,17937
271,546,531,1012,17911
272,541,540,1030,17889
273,543,550,1060,17847
274,529,536,1066,17869
275,537,523,1072,17868
276,542,527,1074,17857
277,543,534,1074,17849
278,519,533,1094,17854
279,522,538,1088,17852
280,514,545,1059,17882
281,555,520,1055,17870
282,529,528,1059,17884
283,520,540,1049,17891
284,537,515,1070,17878
285,508,532,1070,17890
286,502,497,1101,17900
287,514,504,1085,17897
288,494,531,1063,17912
289,503,523,1050,17924
290,496,533,1026,17945
291,484,515,1050,17951
292,490,500,1059,17951
293,488,501,1071,17940
294,493,500,1060,17947
295,497,476,1067,17960
296,502,485,1057,17956
297,495,505,1022,17978
298,518,493,1026,17963
299,505,489,1045,17961
300,514,518,999,17969
301,522,511,1001,17966
302,521,545,967,17967
303,545,504,1004,17947
304,555,496,986,17963
305,559,510,983,17948
306,549,548,979,17924
307,536,527,1008,17929
308,542,521,986,17951
309,583,511,968,17938
310,567,536,960,17937
311,539,548,950,17963
312,533,532,975,17960
313,517,531,990,17962
314,535,509,1006,17950
315,554,516,991,17939
316,547,518,998,17937
317,533,523,993,17951
318,524,523,1000,17953
319,544,496,1021,17939
320,526,496,1021,17957
321,532,505,1026,17937
322,514,541,1007,17938
323,527,552,1014,17907
324,485,566,1045,17904
325,505,521,1073,17901
326,493,515,1058,17934
327,490,516,1089,17905
328,452,518,1097,17933
329,479,467,1132,17922
330,491,502,1068,17939
331,483,517,1040,17960
332,511,487,1052,17950
333,508,511,1036,17945
334,499,499,1056,17946
335,485,497,1057,17961
336,513,484,1052,17951
337,498,514,1027,17961
338,515,499,1041,17945
339,518,496,1043,17943
340,503,523,1036,17938
341,517,515,1050,17918
342,497,527,1032,17944
343,535,509,1009,17947
344,539,515,1020,17926
345,554,513,1005,17928
346,546,537,1014,17903
347,542,510,1039,17909
348,527,523,1059,17891
349,529,537,1032,17902
350,523,542,1027,17908
351,534,551,1033,17882
352,546,525,1008,17921
353,544,530,1031,17895
354,561,526,1025,17888
355,553,534,1015,17898
356,559,506,1058,17877
357,563,515,1058,17864
358,545,528,1057,17870
359,552,525,1058,17865
360,544,525,1042,17889
361,542,538,1032,17888
362,568,503,1059,17870
363,550,529,1035,17886
364,540,513,1057,17890
365,508,533,1061,17898
366,521,533,1048,17898
367,520,540,1045,17895
368,511,531,1056,17902
369,533,525,1070,17872
370,503,547,1050,17900
371,531,533,1067,17869
372,507,560,1056,17877
373,521,538,1080,17861
374,501,517,1091,17891
375,494,535,1079,17892
376,487,526,1066,17921
377,519,518,1046,17917
378,522,505,1041,17932
379,528,534,1036,17902
380,534,522,1047,17897
381,551,502,1067,17880
382,514,522,1061,17903
383,520,519,1073,17888
384,511,523,1056,17910
385,505,508,1091,17896
386,510,529,1058,17903
387,507,510,1079,17904
388,509,538,1040,17913
389,527,516,1065,17892
390,505,527,1044,17924
391,513,508,1053,17926
392,527,494,1038,17941
393,527,496,1031,17946
394,514,517,1012,17957
395,520,522,996,17962
396,532,509,1022,17937
397,544,502,1023,17931
398,563,473,1016,17948
