day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19967,13,20,0
1,19952,21,26,1
2,19937,31,27,5
3,19911,50,28,11
4,19900,55,29,16
5,19872,63,43,22
6,19828,90,54,28
7,19789,107,70,34
8,19710,154,92,44
9,19628,197,122,53
10,19535,231,167,67
11,19392,306,217,85
12,19220,393,281,106
13,19007,505,352,136
14,18718,649,451,182
15,18382,794,589,235
16,17937,1003,741,319
17,17391,1255,948,406
18,16672,1609,1188,531
19,15876,1932,1504,688
20,14959,2288,1869,884
21,13859,2735,2260,1146
22,12734,3091,2742,1433
23,11372,3579,3272,1777
24,9957,4011,3856,2176
25,8572,4288,4445,2695
26,7177,4463,5086,3274
27,5922,4478,5683,3917
28,4766,4373,6248,4613
29,3793,4106,6645,5456
30,3027,3718,6957,6298
31,2279,3398,7105,7218
32,1753,3008,7077,8162
33,1373,2561,7035,9031
34,1066,2137,6848,9949
35,869,1731,6580,10820
36,701,1437,6192,11670
37,577,1175,5778,12470
38,503,945,5371,13181
39,442,774,4939,13845
40,421,624,4523,14432
41,389,543,4094,14974
42,396,429,3695,15480
43,413,339,3326,15922
44,416,306,2978,16300
45,419,241,2699,16641
46,425,210,2395,16970
47,445,179,2163,17213
48,479,151,1900,17470
49,526,127,1691,17656
50,560,106,1524,17810
51,601,94,1350,17955
52,637,88,1191,18084
53,687,88,1056,18169
54,719,81,937,18263
55,761,79,821,18339
56,802,80,724,18394
57,859,71,651,18419
58,900,70,579,18451
59,956,55,514,18475
60,990,53,461,18496
61,1029,55,413,18503
62,1083,56,362,18499
63,1139,51,311,18499
64,1191,40,283,18486
65,1247,31,268,18454
66,1322,29,244,18405
67,1380,28,220,18372
68,1421,32,204,18343
69,1471,36,191,18302
70,1527,34,178,18261
71,1585,33,158,18224
72,1629,38,137,18196
73,1681,33,125,18161
74,1727,32,116,18125
75,1789,34,115,18062
76,1840,28,104,18028
77,1898,24,100,17978
78,1949,23,94,17934
79,2011,20,86,17883
80,2056,22,79,17843
81,2102,22,71,17805
82,2163,22,63,17752
83,2218,21,59,17702
84,2292,20,54,17634
85,2352,18,48,17582
86,2409,12,47,17532
87,2466,17,40,17477
88,2524,14,42,17420
89,2572,14,42,17372
90,2641,12,42,17305
91,2688,16,34,17262
92,2737,15,35,17213
93,2793,14,35,17158
94,2845,13,32,17110
95,2898,12,34,17056
96,2946,14,35,17005
97,3007,9,37,16947
98,3046,9,32,16913
99,3087,12,30,16871
100,3137,14,30,16819
101,3188,17,32,16763
102,3240,11,34,16715
103,3296,11,26,16667
104,3335,14,27,16624
105,3390,11,25,16574
106,3434,8,25,16533
107,3476,13,21,16490
108,3532,13,22,16433
109,3569,9,20,16402
110,3603,11,18,16368
111,3648,11,20,16321
112,3698,8,22,16272
113,3752,9,22,16217
114,3786,9,22,16183
115,3829,11,17,16143
116,3865,12,17,16106
117,3911,11,17,16061
118,3959,8,17,16016
119,4004,9,17,15970
120,4062,6,18,15914
121,4100,4,17,15879
122,4154,6,15,15825
123,4188,7,17,15788
124,4225,10,16,15749
125,4265,10,15,15710
126,4308,4,21,15667
127,4342,7,20,15631
128,4373,10,20,15597
129,4424,10,20,15546
130,4457,15,20,15508
131,4498,11,22,15469
132,4540,11,21,15428
133,4580,9,23,15388
134,4616,9,21,15354
135,4664,8,25,15303
136,4706,9,24,15261
137,4739,10,22,15229
138,4775,12,20,15193
139,4810,13,21,15156
140,4850,12,23,15115
141,4889,18,20,15073
142,4933,19,20,15028
143,4985,16,20,14979
144,5027,15,18,14940
145,5060,17,19,14904
146,5090,17,22,14871
147,5133,17,23,14827
148,5171,16,25,14788
149,5204,17,30,14749
150,5248,19,34,14699
151,5281,21,34,14664
152,5324,17,43,14616
153,5352,25,42,14581
154,5393,25,43,14539
155,5431,26,42,14501
156,5467,28,44,14461
157,5496,31,45,14428
158,5528,31,53,14388
159,5561,36,51,14352
160,5586,37,51,14326
161,5621,35,55,14289
162,5652,29,61,14258
163,5670,29,62,14239
164,5683,34,61,14222
165,5716,32,62,14190
166,5738,34,66,14162
167,5762,36,70,14132
168,5784,47,69,14100
169,5809,55,68,14068
170,5827,58,72,14043
171,5847,58,80,14015
172,5874,55,84,13987
173,5906,53,90,13951
174,5926,50,96,13928
175,5942,46,105,13907
176,5952,59,108,13881
177,5967,71,102,13860
178,5973,81,104,13842
179,5993,76,112,13819
180,6009,87,114,13790
