day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19822,158,20,0
1,19550,386,62,2
2,18812,1010,166,12
3,17156,2378,436,30
4,13616,5251,1046,87
5,7948,9392,2438,222
6,2556,12103,4809,532
7,380,10855,7549,1216
8,36,8061,9637,2266
9,12,5765,10684,3539
10,19,4176,10932,4873
11,14,3031,10624,6331
12,20,2207,10058,7715
13,31,1587,9335,9047
14,33,1173,8503,10291
15,33,883,7663,11421
16,39,651,6888,12422
17,59,506,6106,13329
18,51,413,5460,14076
19,62,341,4848,14749
20,73,287,4317,15323
21,69,247,3821,15863
22,79,204,3397,16320
23,90,189,2993,16728
24,96,173,2628,17103
25,113,166,2292,17429
26,124,175,2026,17675
27,110,169,1823,17898
28,130,171,1608,18091
29,183,160,1416,18241
30,194,173,1249,18384
31,210,177,1138,18475
32,212,184,1023,18581
33,234,187,918,18661
34,275,166,842,18717
35,282,181,778,18759
36,305,199,709,18787
37,322,211,656,18811
38,335,197,616,18852
39,354,194,591,18861
40,377,196,562,18865
41,405,196,515,18884
42,431,192,504,18873
43,453,208,478,18861
44,481,195,478,18846
45,517,197,464,18822
46,533,216,448,18803
47,529,229,456,18786
48,555,233,442,18770
49,579,225,441,18755
50,582,229,452,18737
51,598,220,466,18716
52,564,266,465,18705
53,593,254,467,18686
54,607,251,461,18681
55,607,267,460,18666
56,599,290,472,18639
57,613,286,495,18606
58,613,283,504,18600
59,592,294,504,18610
60,574,313,508,18605
61,571,313,527,18589
62,556,308,537,18599
63,564,324,522,18590
64,580,312,528,18580
65,587,335,531,18547
66,626,307,545,18522
67,616,317,565,18502
68,592,340,584,18484
69,571,357,585,18487
70,588,362,597,18453
71,585,336,616,18463
72,589,345,616,18450
73,578,343,608,18471
74,582,350,618,18450
75,575,348,628,18449
76,568,317,667,18448
77,597,331,646,18426
78,590,331,656,18423
79,575,337,663,18425
80,568,360,649,18423
81,549,391,649,18411
82,537,388,658,18417
83,531,357,667,18445
84,505,359,675,18461
85,511,370,679,18440
86,521,361,671,18447
87,531,356,678,18435
88,528,359,669,18444
89,540,352,670,18438
90,562,359,657,18422
91,579,354,657,18410
92,564,372,669,18395
93,556,367,675,18402
94,562,366,686,18386
95,571,362,688,18379
96,582,361,689,18368
97,577,403,680,18340
98,557,395,716,18332
99,523,401,735,18341
100,566,383,734,18317
101,550,384,749,18317
102,563,377,729,18331
103,583,377,718,18322
104,566,409,722,18303
105,556,418,735,18291
106,569,415,740,18276
107,575,404,758,18263
108,573,416,753,18258
109,580,412,757,18251
110,578,451,739,18232
111,580,447,753,18220
112,588,448,759,18205
113,574,451,778,18197
114,554,471,795,18180
115,571,440,817,18172
116,526,437,827,18210
117,509,414,845,18232
118,533,395,828,18244
119,555,409,829,18207
120,550,408,835,18207
121,544,433,808,18215
122,542,423,838,18197
123,556,417,833,18194
124,556,419,827,18198
125,530,451,817,18202
126,523,463,814,18200
127,562,433,807,18198
128,552,444,794,18210
129,558,441,828,18173
130,559,433,829,18179
131,536,460,837,18167
132,557,433,864,18146
133,564,436,870,18130
134,564,442,872,18122
135,556,442,878,18124
136,538,440,877,18145
137,550,435,881,18134
138,532,439,874,18155
139,514,450,881,18155
140,504,436,880,18180
141,525,431,855,18189
142,534,441,836,18189
143,535,435,869,18161
144,539,448,867,18146
145,538,473,829,18160
146,567,451,837,18145
147,552,435,870,18143
148,540,444,875,18141
149,557,454,870,18119
150,579,451,864,18106
151,594,459,875,18072
152,582,477,866,18075
153,560,485,899,18056
154,574,465,931,18030
155,556,446,938,18060
156,531,460,920,18089
157,535,463,888,18114
158,552,464,889,18095
159,546,460,885,18109
160,545,462,879,18114
161,521,474,883,18122
162,527,468,913,18092
163,542,430,912,18116
164,517,444,899,18140
165,527,449,900,18124
166,508,475,891,18126
167,533,453,899,18115
168,526,453,898,18123
169,535,443,906,18116
170,535,438,890,18137
171,525,461,873,18141
172,538,437,899,18126
173,535,444,878,18143
174,544,447,873,18136
175,532,441,883,18144
176,519,427,887,18167
177,517,445,884,18154
178,537,428,897,18138
179,526,439,885,18150
180,541,441,871,18147
181,545,442,886,18127
182,527,481,879,18113
183,550,459,893,18098
184,541,454,912,18093
185,561,431,913,18095
186,560,465,904,18071
187,583,456,912,18049
188,564,485,901,18050
189,568,483,904,18045
190,563,507,904,18026
191,544,530,914,18012
192,542,490,952,18016
193,534,508,955,18003
194,519,488,958,18035
