day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19957,23,20,0
1,19937,34,29,0
2,19916,50,32,2
3,19883,67,43,7
4,19852,77,55,16
5,19812,95,67,26
6,19769,114,85,32
7,19702,147,110,41
8,19615,186,147,52
9,19483,264,175,78
10,19341,328,226,105
11,19170,410,290,130
12,18955,499,381,165
13,18647,652,499,202
14,18236,877,632,255
15,17755,1115,787,343
16,17233,1322,988,457
17,16499,1682,1221,598
18,15678,2030,1546,746
19,14715,2390,1941,954
20,13623,2878,2310,1189
21,12393,3292,2825,1490
22,11134,3645,3339,1882
23,9763,3996,3911,2330
24,8362,4270,4521,2847
25,6988,4457,5124,3431
26,5760,4444,5699,4097
27,4580,4375,6166,4879
28,3591,4171,6534,5704
29,2815,3834,6827,6524
30,2218,3376,6985,7421
31,1706,2971,7016,8307
32,1332,2506,6919,9243
33,1061,2151,6668,10120
34,876,1760,6382,10982
35,745,1434,5988,11833
36,650,1148,5630,12572
37,553,918,5243,13286
38,500,758,4814,13928
39,472,634,4391,14503
40,442,538,3981,15039
41,437,437,3590,15536
42,448,341,3245,15966
43,449,288,2898,16365
44,458,254,2573,16715
45,496,195,2334,16975
46,491,180,2083,17246
47,508,159,1869,17464
48,511,150,1679,17660
49,541,136,1489,17834
50,583,114,1327,17976
51,637,95,1193,18075
52,694,82,1058,18166
53,735,78,921,18266
54,788,76,820,18316
55,846,67,716,18371
56,896,65,634,18405
57,942,62,565,18431
58,1002,61,506,18431
59,1052,68,439,18441
60,1098,58,396,18448
61,1163,50,360,18427
62,1211,51,315,18423
63,1275,44,281,18400
64,1333,40,251,18376
65,1394,37,224,18345
66,1440,39,210,18311
67,1496,35,193,18276
68,1542,37,163,18258
69,1615,37,145,18203
70,1675,37,133,18155
71,1733,31,113,18123
72,1794,33,105,18068
73,1844,31,102,18023
74,1889,26,90,17995
75,1940,24,86,17950
76,1985,22,78,17915
77,2045,18,68,17869
78,2104,13,67,17816
79,2151,10,67,17772
80,2200,11,55,17734
81,2261,9,53,17677
82,2315,14,45,17626
83,2358,17,39,17586
84,2409,16,37,17538
85,2480,13,35,17472
86,2522,11,32,17435
87,2581,11,26,17382
88,2639,8,28,17325
89,2695,5,26,17274
90,2755,5,23,17217
91,2797,6,21,17176
92,2841,7,21,17131
93,2888,6,20,17086
94,2943,6,21,17030
95,2994,8,14,16984
96,3061,5,15,16919
97,3121,5,15,16859
98,3178,5,13,16804
99,3233,6,12,16749
100,3275,6,11,16708
101,3311,5,12,16672
102,3359,3,12,16626
103,3402,6,7,16585
104,3449,6,8,16537
105,3489,6,7,16498
106,3522,7,6,16465
107,3560,7,6,16427
108,3596,4,8,16392
109,3648,4,9,16339
110,3701,6,7,16286
111,3750,7,7,16236
112,3788,7,5,16200
113,3844,5,6,16145
114,3890,3,9,16098
115,3937,3,7,16053
116,3990,2,6,16002
117,4035,3,6,15956
118,4065,3,6,15926
119,4105,0,8,15887
120,4145,0,6,15849
121,4191,1,4,15804
122,4243,1,5,15751
123,4290,1,5,15704
124,4332,1,4,15663
125,4380,1,4,15615
126,4421,0,5,15574
127,4462,2,5,15531
128,4505,2,4,15489
129,4545,3,4,15448
130,4586,4,4,15406
131,4626,5,4,15365
132,4655,6,3,15336
133,4706,3,5,15286
134,4741,4,4,15251
135,4790,4,3,15203
136,4829,4,3,15164
137,4862,3,4,15131
138,4906,1,6,15087
139,4940,3,6,15051
140,4974,2,7,15017
141,5021,4,5,14970
142,5066,3,5,14926
143,5105,5,5,14885
144,5149,4,5,14842
145,5200,4,3,14793
146,5230,3,4,14763
147,5277,3,4,14716
148,5320,2,5,14673
149,5362,4,6,14628
150,5396,3,7,14594
151,5436,2,7,14555
152,5469,5,6,14520
153,5511,7,6,14476
154,5534,4,9,14453
155,5577,5,7,14411
156,5615,3,8,14374
157,5672,2,6,14320
158,5712,4,5,14279
159,5748,4,5,14243
160,5781,6,5,14208
161,5819,4,7,14170
162,5860,2,10,14128
163,5913,2,11,14074
164,5948,4,9,14039
165,5992,7,8,13993
166,6021,7,11,13961
167,6055,9,13,13923
168,6087,6,16,13891
169,6130,7,17,13846
170,6162,10,17,13811
171,6195,10,18,13777
172,6231,12,19,13738
173,6264,13,20,13703
174,6298,16,20,13666
175,6329,26,20,13625
176,6360,26,19,13595
177,6391,27,23,13559
178,6422,20,33,13525
179,6451,18,35,13496
180,6479,23,37,13461
181,6514,23,38,13425
182,6542,19,42,13397
183,6579,23,40,13358
184,6604,26,37,13333
185,6627,24,36,13313
186,6651,25,43,13281
187,6664,30,48,13258
188,6692,34,52,13222
189,6724,40,54,13182
190,6751,52,54,13143
191,6778,52,56,13114
192,6794,57,68,13081
193,6824,52,76,13048
194,6838,51,86,13025
195,6847,60,88,13005
196,6861,69,92,12978
197,6872,69,99,12960
198,6891,76,103,12930
199,6900,73,119,12908
200,6917,82,125,12876
201,6915,100,122,12863
202,6917,105,134,12844
203,6925,110,137,12828
204,6927,117,149,12807
205,6934,116,161,12789
206,6942,109,181,12768
207,6925,135,191,12749
208,6932,130,201,12737
209,6917,146,212,12725
210,6882,175,218,12725
211,6859,180,237,12724
212,6838,186,254,12722
213,6812,204,263,12721
214,6778,222,280,12720
215,6742,235,302,12721
216,6710,228,338,12724
217,6679,252,354,12715
218,6616,281,388,12715
219,6563,299,415,12723
220,6494,313,465,12728
221,6411,353,476,12760
222,6319,375,517,12789
223,6235,386,556,12823
224,6130,407,601,12862
225,6036,435,627,12902
226,5925,457,682,12936
227,5795,481,716,13008
228,5657,527,739,13077
229,5534,538,786,13142
230,5424,540,829,13207
231,5304,547,864,13285
232,5155,588,897,13360
233,5037,587,931,13445
234,4894,601,982,13523
235,4776,608,1017,13599
236,4629,644,1033,13694
237,4496,644,1081,13779
238,4373,666,1068,13893
239,4240,656,1111,13993
240,4106,659,1150,14085
