day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19964,16,20,0
1,19952,24,22,2
2,19934,36,25,5
3,19913,46,35,6
4,19883,63,43,11
5,19848,77,60,15
6,19799,106,71,24
7,19735,143,88,34
8,19669,168,119,44
9,19560,227,153,60
10,19448,282,192,78
11,19318,345,233,104
12,19139,428,303,130
13,18922,538,376,164
14,18646,681,460,213
15,18326,803,594,277
16,17881,997,771,351
17,17307,1293,932,468
18,16658,1584,1154,604
19,15848,1942,1452,758
20,14893,2357,1832,918
21,13832,2756,2239,1173
22,12616,3210,2699,1475
23,11341,3589,3260,1810
24,9944,3943,3857,2256
25,8513,4237,4494,2756
26,7094,4497,5093,3316
27,5776,4554,5678,3992
28,4650,4427,6194,4729
29,3682,4158,6623,5537
30,2850,3784,6983,6383
31,2224,3353,7167,7256
32,1752,2875,7198,8175
33,1369,2510,6994,9127
34,1079,2102,6767,10052
35,889,1724,6500,10887
36,742,1437,6086,11735
37,636,1171,5663,12530
38,531,957,5207,13305
39,493,751,4765,13991
40,466,598,4316,14620
41,449,485,3893,15173
42,421,408,3510,15661
43,427,351,3181,16041
44,443,293,2871,16393
45,451,244,2592,16713
46,454,226,2294,17026
47,473,195,2066,17266
48,512,162,1844,17482
49,533,156,1620,17691
50,568,120,1435,17877
51,607,111,1269,18013
52,645,99,1111,18145
53,687,95,979,18239
54,737,86,870,18307
55,785,83,768,18364
56,827,77,689,18407
57,862,71,604,18463
58,919,72,533,18476
59,958,62,485,18495
60,1005,72,425,18498
61,1058,69,370,18503
62,1101,71,334,18494
63,1157,65,307,18471
64,1220,56,284,18440
65,1269,55,264,18412
66,1329,52,243,18376
67,1395,46,224,18335
68,1474,40,194,18292
69,1533,38,173,18256
70,1589,31,164,18216
71,1636,27,149,18188
72,1687,34,137,18142
73,1732,26,130,18112
74,1764,26,117,18093
75,1814,31,108,18047
76,1871,30,88,18011
77,1925,31,72,17972
78,1965,33,70,17932
79,2013,34,61,17892
80,2056,27,66,17851
81,2112,21,63,17804
82,2154,16,64,17766
83,2211,16,60,17713
84,2266,16,51,17667
85,2327,11,47,17615
86,2379,12,35,17574
87,2425,13,35,17527
88,2485,13,32,17470
89,2552,14,29,17405
90,2590,13,25,17372
91,2642,12,26,17320
92,2696,8,27,17269
93,2747,11,24,17218
94,2799,9,26,17166
95,2850,6,27,17117
96,2891,11,26,17072
97,2941,8,31,17020
98,2994,6,28,16972
99,3032,7,26,16935
100,3072,6,25,16897
101,3118,7,24,16851
102,3163,5,25,16807
103,3205,7,24,16764
104,3255,8,22,16715
105,3296,8,25,16671
106,3367,9,23,16601
107,3415,8,24,16553
108,3456,11,19,16514
109,3510,8,21,16461
110,3557,6,21,16416
111,3599,5,20,16376
112,3640,6,18,16336
113,3701,6,16,16277
114,3742,8,16,16234
115,3786,9,13,16192
116,3812,9,13,16166
117,3852,7,14,16127
118,3900,8,14,16078
119,3942,5,18,16035
120,3989,6,19,15986
121,4044,5,20,15931
122,4084,5,18,15893
123,4126,5,14,15855
124,4167,3,16,15814
125,4214,4,12,15770
126,4255,3,12,15730
127,4296,4,12,15688
128,4332,5,10,15653
129,4369,4,11,15616
130,4407,5,11,15577
131,4459,6,13,15522
132,4504,4,14,15478
133,4559,6,13,15422
134,4612,5,11,15372
135,4650,8,12,15330
136,4702,5,16,15277
137,4751,5,14,15230
138,4801,6,14,15179
139,4842,7,14,15137
140,4881,7,17,15095
141,4928,10,14,15048
142,4971,9,16,15004
143,5009,7,14,14970
144,5045,5,17,14933
145,5085,5,15,14895
146,5129,9,15,14847
147,5165,10,14,14811
148,5194,13,15,14778
149,5237,7,19,14737
150,5285,8,21,14686
151,5326,7,23,14644
152,5359,12,21,14608
153,5398,16,21,14565
154,5440,16,19,14525
155,5486,15,20,14479
156,5524,20,21,14435
157,5563,19,25,14393
158,5598,18,24,14360
159,5641,21,22,14316
160,5677,23,25,14275
161,5702,24,29,14245
162,5736,23,32,14209
163,5771,26,34,14169
164,5802,26,40,14132
165,5825,27,46,14102
166,5852,31,50,14067
167,5878,29,54,14039
168,5903,33,53,14011
169,5932,39,51,13978
170,5946,47,53,13954
171,5965,42,64,13929
172,5988,43,68,13901
173,6003,47,72,13878
174,6023,46,75,13856
175,6051,51,71,13827
176,6068,59,78,13795
177,6075,73,69,13783
178,6099,68,81,13752
179,6123,64,88,13725
180,6136,64,94,13706
181,6159,57,100,13684
182,6176,56,105,13663
183,6199,61,111,13629
184,6214,66,111,13609
185,6232,78,108,13582
186,6237,87,111,13565
187,6248,88,123,13541
188,6244,97,142,13517
189,6236,115,147,13502
190,6239,111,175,13475
191,6228,123,184,13465
192,6218,141,201,13440
193,6202,165,203,13430
194,6182,173,221,13424
195,6177,173,249,13401
196,6165,172,273,13390
197,6147,176,290,13387
198,6113,194,312,13381
199,6081,204,315,13400
200,6047,222,315,13416
201,6009,225,343,13423
202,5979,245,359,13417
203,5947,232,382,13439
204,5900,259,390,13451
205,5840,275,415,13470
206,5770,304,451,13475
207,5704,331,462,13503
208,5646,330,498,13526
209,5580,358,508,13554
210,5516,359,542,13583
211,5426,396,545,13633
212,5338,417,582,13663
213,5271,419,613,13697
214,5189,423,634,13754
215,5096,441,660,13803
216,5002,460,690,13848
217,4909,458,742,13891
218,4827,478,753,13942
219,4748,474,787,13991
220,4652,481,827,14040
221,4588,446,872,14094
222,4476,487,866,14171
223,4388,485,886,14241
224,4320,475,886,14319
225,4219,490,903,14388
226,4153,493,904,14450
227,4073,486,908,14533
228,3963,509,938,14590
229,3872,473,1002,14653
230,3770,489,1008,14733
231,3689,505,973,14833
232,3602,504,970,14924
233,3529,492,1005,14974
234,3457,480,985,15078
235,3387,465,976,15172
236,3341,434,988,15237
237,3288,435,967,15310
238,3248,441,952,15359
239,3193,428,934,15445
240,3138,398,940,15524
241,3124,392,894,15590
242,3082,396,880,15642
243,3031,390,898,15681
244,3005,366,893,15736
245,2994,345,888,15773
246,2958,366,851,15825
247,2933,342,854,15871
248,2928,328,845,15899
249,2913,325,817,15945
250,2897,328,782,15993
251,2892,308,781,16019
252,2879,306,777,16038
253,2875,305,753,16067
254,2855,308,722,16115
255,2849,286,716,16149
256,2851,277,694,16178
257,2866,265,687,16182
258,2883,253,688,16176
259,2886,253,657,16204
260,2887,254,620,16239
261,2891,243,611,16255
262,2941,228,587,16244
263,2963,210,574,16253
264,2964,223,567,16246
265,2970,219,562,16249
266,2998,206,535,16261
267,3034,213,498,16255
268,3072,200,496,16232
269,3098,175,495,16232
270,3146,174,457,16223
271,3183,177,436,16204
272,3226,173,424,16177
273,3280,170,408,16142
274,3312,172,399,16117
275,3373,173,367,16087
276,3409,193,364,16034
277,3464,177,363,15996
278,3502,180,377,15941
279,3547,166,399,15888
280,3582,169,389,15860
281,3614,161,399,15826
282,3664,161,383,15792
283,3694,143,387,15776
284,3728,140,369,15763
285,3772,140,349,15739
286,3815,147,338,15700
287,3857,147,326,15670
288,3893,128,329,15650
289,3937,129,326,15608
290,3970,135,316,15579
291,3999,126,322,15553
292,4057,129,307,15507
293,4100,127,303,15470
294,4128,142,275,15455
295,4185,130,280,15405
296,4223,148,276,15353
297,4284,148,274,15294
298,4339,130,287,15244
299,4371,123,285,15221
300,4426,128,284,15162
301,4466,152,263,15119
302,4508,152,269,15071
303,4551,155,273,15021
304,4593,148,284,14975
305,4614,146,297,14943
306,4627,160,305,14908
307,4640,176,299,14885
308,4664,164,307,14865
309,4700,172,309,14819
310,4717,182,308,14793
311,4731,190,309,14770
312,4771,166,325,14738
313,4792,189,321,14698
314,4802,191,328,14679
315,4821,212,332,14635
316,4836,217,344,14603
317,4856,213,359,14572
318,4864,208,373,14555
319,4889,225,373,14513
320,4925,224,379,14472
321,4924,240,384,14452
322,4948,223,419,14410
323,4927,239,431,14403
324,4922,240,432,14406
325,4930,253,423,14394
326,4930,254,447,14369
327,4915,263,449,14373
328,4923,274,450,14353
329,4930,279,473,14318
330,4934,297,476,14293
331,4964,286,493,14257
332,4945,299,506,14250
333,4928,318,530,14224
334,4920,331,539,14210
335,4894,357,556,14193
336,4844,365,597,14194
337,4807,364,611,14218
338,4774,344,660,14222
339,4747,371,652,14230
340,4744,357,676,14223
341,4704,368,673,14255
342,4666,386,687,14261
343,4634,391,713,14262
344,4594,416,730,14260
345,4561,420,734,14285
346,4512,427,742,14319
347,4472,448,745,14335
348,4444,433,752,14371
349,4386,429,776,14409
350,4358,420,786,14436
351,4300,434,801,14465
352,4257,432,820,14491
353,4211,434,849,14506
354,4140,454,858,14548
355,4105,467,867,14561
356,4056,468,884,14592
357,4008,451,911,14630
358,3958,458,927,14657
359,3904,460,954,14682
360,3862,470,947,14721
361,3817,468,971,14744
362,3775,464,962,14799
363,3723,463,960,14854
364,3687,470,960,14883
365,3640,465,982,14913
366,3621,448,977,14954
367,3577,457,959,15007
368,3540,444,976,15040
369,3506,448,960,15086
370,3486,429,949,15136
371,3458,427,937,15178
372,3419,428,935,15218
373,3383,430,932,15255
374,3346,416,910,15328
375,3354,401,915,15330
376,3325,403,887,15385
377,3325,392,877,15406
378,3303,382,876,15439
379,3300,383,847,15470
380,3288,377,842,15493
381,3259,368,841,15532
382,3269,367,808,15556
383,3283,338,816,15563
384,3292,330,823,15555
385,3275,350,803,15572
386,3281,349,801,15569
387,3297,328,781,15594
388,3305,311,777,15607
389,3310,311,785,15594
390,3320,321,775,15584
391,3308,330,771,15591
392,3313,330,754,15603
393,3290,336,747,15627
394,3286,323,752,15639
395,3289,325,732,15654
396,3295,325,728,15652
397,3315,325,704,15656
398,3310,329,715,15646
399,3348,309,711,15632
400,3367,301,705,15627
401,3377,320,695,15608
402,3364,314,690,15632
403,3393,305,684,15618
404,3400,316,679,15605
405,3426,301,677,15596
406,3452,290,658,15600
407,3468,292,654,15586
408,3470,294,651,15585
409,3500,294,639,15567
410,3540,277,646,15537
411,3571,255,646,15528
412,3610,242,623,15525
413,3615,264,605,15516
414,3614,286,582,15518
415,3646,272,595,15487
416,3667,282,583,15468
417,3678,293,564,15465
418,3706,262,584,15448
419,3698,267,574,15461
420,3733,264,576,15427
421,3741,274,557,15428
422,3743,267,569,15421
423,3776,264,562,15398
424,3787,255,554,15404
425,3791,272,547,15390
426,3816,262,549,15373
427,3823,258,561,15358
428,3854,257,540,15349
429,3863,283,526,15328
430,3884,276,533,15307
431,3883,273,534,15310
432,3889,277,537,15297
433,3907,266,535,15292
434,3909,291,524,15276
435,3934,277,540,15249
436,3918,282,545,15255
437,3933,272,568,15227
438,3934,266,576,15224
439,3952,259,577,15212
440,3968,270,560,15202
441,3970,270,572,15188
442,3989,281,567,15163
443,3990,314,563,15133
444,4002,312,564,15122
445,3999,302,586,15113
446,4030,304,573,15093
447,4047,294,584,15075
