day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19971,9,20,0
1,19950,26,21,3
2,19928,41,27,4
3,19904,53,36,7
4,19873,78,33,16
5,19841,88,48,23
6,19805,102,64,29
7,19742,137,86,35
8,19683,158,112,47
9,19577,214,149,60
10,19454,275,192,79
11,19311,344,243,102
12,19101,461,310,128
13,18862,545,421,172
14,18516,741,528,215
15,18132,912,664,292
16,17623,1144,838,395
17,17056,1385,1050,509
18,16312,1761,1282,645
19,15478,2076,1644,802
20,14437,2517,2020,1026
21,13284,2957,2460,1299
22,12001,3442,2947,1610
23,10614,3843,3547,1996
24,9214,4129,4209,2448
25,7729,4418,4815,3038
26,6423,4517,5427,3633
27,5216,4468,6008,4308
28,4160,4261,6441,5138
29,3276,3934,6801,5989
30,2568,3545,7014,6873
31,1999,3124,7097,7780
32,1559,2734,7024,8683
33,1259,2293,6861,9587
34,1013,1971,6538,10478
35,828,1664,6192,11316
36,689,1356,5845,12110
37,595,1107,5485,12813
38,537,888,5107,13468
39,492,743,4641,14124
40,465,579,4242,14714
41,469,452,3862,15217
42,453,385,3488,15674
43,458,300,3122,16120
44,463,256,2797,16484
45,489,209,2515,16787
46,519,183,2238,17060
47,538,164,1970,17328
48,562,152,1756,17530
49,604,137,1580,17679
50,641,118,1432,17809
51,671,110,1276,17943
52,697,111,1115,18077
53,738,107,986,18169
54,780,108,876,18236
55,823,91,780,18306
56,871,82,705,18342
57,940,74,627,18359
58,991,74,560,18375
59,1050,61,504,18385
60,1112,52,450,18386
61,1156,55,419,18370
62,1209,54,391,18346
63,1267,56,347,18330
64,1331,53,312,18304
65,1383,54,279,18284
66,1448,55,262,18235
67,1494,47,251,18208
68,1555,47,240,18158
69,1613,41,227,18119
70,1658,45,211,18086
71,1698,41,197,18064
72,1758,37,176,18029
73,1799,35,172,17994
74,1830,34,156,17980
75,1890,25,143,17942
76,1934,26,125,17915
77,1978,27,109,17886
78,2033,28,101,17838
79,2089,27,96,17788
80,2149,23,83,17745
81,2200,29,68,17703
82,2248,33,54,17665
83,2300,28,57,17615
84,2358,28,52,17562
85,2423,24,56,17497
86,2462,17,55,17466
87,2509,18,54,17419
88,2564,14,53,17369
89,2620,15,44,17321
90,2691,16,42,17251
91,2742,9,43,17206
92,2794,15,36,17155
93,2845,14,35,17106
94,2891,12,31,17066
95,2943,10,32,17015
96,3006,14,31,16949
97,3048,16,30,16906
98,3087,21,34,16858
99,3139,25,33,16803
100,3197,22,39,16742
101,3240,17,40,16703
102,3296,11,41,16652
103,3351,12,37,16600
104,3390,8,41,16561
105,3450,11,38,16501
106,3490,10,39,16461
107,3529,14,37,16420
108,3571,16,35,16378
109,3617,19,34,16330
110,3654,16,39,16291
111,3688,24,37,16251
112,3732,16,40,16212
113,3781,18,37,16164
114,3806,20,35,16139
115,3846,24,29,16101
116,3887,22,31,16060
117,3936,17,38,16009
118,3980,15,38,15967
119,4039,16,37,15908
120,4088,15,35,15862
121,4131,21,26,15822
122,4167,17,32,15784
123,4202,14,39,15745
124,4241,14,42,15703
125,4282,16,37,15665
126,4323,13,43,15621
127,4360,18,45,15577
128,4407,21,47,15525
129,4450,26,47,15477
130,4488,24,49,15439
131,4521,32,49,15398
132,4555,30,46,15369
133,4595,27,48,15330
134,4642,27,44,15287
135,4683,22,50,15245
136,4712,31,43,15214
137,4746,30,49,15175
138,4781,30,50,15139
139,4816,29,52,15103
140,4851,31,52,15066
141,4895,36,55,15014
142,4932,35,53,14980
143,4974,28,61,14937
144,5004,31,64,14901
145,5054,36,60,14850
146,5088,32,67,14813
147,5115,34,70,14781
148,5157,37,66,14740
149,5195,39,67,14699
150,5214,43,66,14677
151,5236,41,69,14654
152,5266,43,67,14624
153,5304,49,67,14580
154,5324,57,68,14551
155,5361,48,76,14515
156,5389,42,81,14488
157,5429,41,77,14453
158,5455,44,72,14429
159,5487,50,75,14388
160,5515,52,74,14359
161,5555,45,81,14319
162,5567,61,84,14288
163,5587,64,97,14252
