day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19969,11,20,0
1,19958,21,20,1
2,19944,25,28,3
3,19928,32,34,6
4,19902,48,39,11
5,19864,71,49,16
6,19823,97,58,22
7,19767,123,82,28
8,19703,155,104,38
9,19610,196,136,58
10,19473,272,180,75
11,19343,306,258,93
12,19153,412,310,125
13,18911,531,392,166
14,18628,662,479,231
15,18236,863,603,298
16,17781,1037,806,376
17,17166,1364,998,472
18,16468,1691,1236,605
19,15648,2073,1492,787
20,14727,2421,1855,997
21,13631,2825,2302,1242
22,12439,3235,2798,1528
23,11113,3682,3293,1912
24,9717,4015,3944,2324
25,8255,4339,4573,2833
26,6877,4504,5182,3437
27,5571,4577,5727,4125
28,4492,4363,6241,4904
29,3571,4028,6660,5741
30,2825,3655,6923,6597
31,2123,3321,7024,7532
32,1647,2906,7010,8437
33,1310,2474,6860,9356
34,1044,2095,6590,10271
35,867,1727,6254,11152
36,730,1389,5938,11943
37,627,1125,5586,12662
38,544,937,5135,13384
39,510,759,4712,14019
40,465,616,4350,14569
41,438,501,3945,15116
42,433,410,3573,15584
43,447,372,3197,15984
44,458,317,2850,16375
45,506,233,2571,16690
46,531,204,2305,16960
47,560,166,2050,17224
48,572,153,1844,17431
49,596,151,1635,17618
50,626,146,1471,17757
51,659,137,1298,17906
52,706,113,1153,18028
53,760,105,1020,18115
54,791,101,902,18206
55,826,100,803,18271
56,882,91,706,18321
57,930,90,634,18346
58,990,94,550,18366
59,1038,77,497,18388
60,1088,65,454,18393
61,1132,63,416,18389
62,1181,57,384,18378
63,1224,54,343,18379
64,1288,46,312,18354
65,1355,50,281,18314
66,1407,50,259,18284
67,1456,50,232,18262
68,1510,55,205,18230
69,1566,48,194,18192
70,1612,45,185,18158
71,1665,36,178,18121
72,1723,35,157,18085
73,1779,33,144,18044
74,1836,42,138,17984
75,1886,32,135,17947
76,1940,28,132,17900
77,1994,26,122,17858
78,2052,25,106,17817
79,2095,26,92,17787
80,2141,34,83,17742
81,2189,27,79,17705
82,2242,31,80,17647
83,2302,18,83,17597
84,2358,15,73,17554
85,2411,15,61,17513
86,2460,13,57,17470
87,2496,14,52,17438
88,2537,17,47,17399
89,2582,14,48,17356
90,2639,9,45,17307
91,2698,7,39,17256
92,2754,9,36,17201
93,2801,10,27,17162
94,2845,12,23,17120
95,2900,8,24,17068
96,2955,7,22,17016
97,3014,8,20,16958
98,3064,10,19,16907
99,3117,13,21,16849
100,3157,15,23,16805
101,3213,13,24,16750
102,3258,12,25,16705
103,3309,12,24,16655
104,3360,8,24,16608
105,3419,7,27,16547
106,3473,7,24,16496
107,3523,9,23,16445
108,3556,13,22,16409
109,3599,13,25,16363
110,3640,12,26,16322
111,3695,13,25,16267
112,3735,11,24,16230
113,3784,8,24,16184
114,3832,7,24,16137
115,3878,8,22,16092
116,3931,6,23,16040
117,3973,8,22,15997
118,4013,8,21,15958
119,4045,10,19,15926
120,4094,11,17,15878
121,4131,16,17,15836
122,4173,13,19,15795
123,4209,11,21,15759
124,4257,11,21,15711
125,4301,9,25,15665
126,4347,10,21,15622
127,4385,11,22,15582
128,4430,18,19,15533
129,4461,16,21,15502
130,4505,15,22,15458
131,4544,16,22,15418
132,4592,13,19,15376
133,4635,12,23,15330
134,4673,12,19,15296
135,4713,12,19,15256
136,4756,13,19,15212
137,4791,21,22,15166
138,4833,13,29,15125
139,4860,16,30,15094
140,4894,13,31,15062
141,4942,14,26,15018
142,4982,18,25,14975
143,5013,14,31,14942
144,5057,20,30,14893
145,5091,18,37,14854
146,5126,21,39,14814
147,5154,26,37,14783
148,5201,25,39,14735
149,5233,22,44,14701
150,5274,30,46,14650
151,5303,35,42,14620
152,5327,35,43,14595
153,5356,31,51,14562
154,5388,33,50,14529
155,5418,33,52,14497
156,5451,33,59,14457
157,5467,32,64,14437
158,5511,30,68,14391
159,5534,31,65,14370
160,5560,43,63,14334
161,5591,46,67,14296
162,5625,46,76,14253
163,5650,49,78,14223
164,5671,56,81,14192
165,5689,62,89,14160
166,5715,58,95,14132
167,5735,63,105,14097
168,5751,63,110,14076
169,5773,70,108,14049
170,5789,78,101,14032
171,5803,74,110,14013
172,5803,90,105,14002
173,5815,94,105,13986
174,5834,95,116,13955
175,5860,95,123,13922
176,5872,104,128,13896
177,5875,109,142,13874
178,5880,117,150,13853
179,5895,122,155,13828
180,5910,116,173,13801
181,5915,123,179,13783
182,5917,118,193,13772
183,5926,126,201,13747
184,5919,131,212,13738
185,5899,161,217,13723
186,5883,166,237,13714
187,5855,177,249,13719
188,5842,188,265,13705
189,5825,193,287,13695
190,5801,203,305,13691
191,5771,204,329,13696
192,5747,204,347,13702
193,5710,219,366,13705
194,5667,239,378,13716
195,5635,242,401,13722
196,5625,245,407,13723
197,5591,264,426,13719
198,5565,273,446,13716
199,5519,292,464,13725
200,5463,312,481,13744
201,5421,299,511,13769
202,5351,334,521,13794
203,5292,331,563,13814
204,5240,344,580,13836
205,5179,376,606,13839
206,5121,369,649,13861
207,5054,386,668,13892
208,4975,387,718,13920
209,4879,412,734,13975
210,4780,441,742,14037
211,4697,445,764,14094
212,4614,445,802,14139
213,4528,458,827,14187
214,4440,466,845,14249
215,4364,460,878,14298
216,4299,449,867,14385
217,4199,479,867,14455
218,4131,478,898,14493
219,4042,502,926,14530
220,3947,505,915,14633
221,3867,507,924,14702
222,3779,474,950,14797
223,3716,478,937,14869
224,3631,498,947,14924
225,3591,466,971,14972
226,3511,480,966,15043
227,3444,468,985,15103
228,3407,444,995,15154
229,3339,443,981,15237
230,3276,446,973,15305
231,3247,408,974,15371
232,3207,395,967,15431
233,3156,403,952,15489
234,3137,399,924,15540
235,3086,392,924,15598
236,3061,380,907,15652
237,3026,376,879,15719
238,3005,362,861,15772
239,2977,376,822,15825
240,2949,348,829,15874
241,2946,337,818,15899
242,2920,325,794,15961
243,2898,319,790,15993
244,2891,331,761,16017
245,2889,314,757,16040
246,2877,317,740,16066
247,2876,305,705,16114
248,2895,285,693,16127
249,2894,285,682,16139
250,2913,270,664,16153
251,2916,265,648,16171
252,2910,247,630,16213
253,2942,229,613,16216
254,2979,215,610,16196
255,3000,222,569,16209
256,3037,215,557,16191
257,3062,196,567,16175
258,3071,202,558,16169
259,3079,219,540,16162
260,3110,215,517,16158
261,3118,226,512,16144
262,3142,211,501,16146
263,3177,202,480,16141
264,3215,196,472,16117
265,3234,208,443,16115
266,3267,214,430,16089
267,3317,204,417,16062
268,3359,173,441,16027
269,3394,170,435,16001
