day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19959,21,20,0
1,19941,34,21,4
2,19925,40,29,6
3,19888,66,34,12
4,19851,85,47,17
5,19811,96,70,23
6,19752,125,94,29
7,19674,167,121,38
8,19565,233,150,52
9,19452,284,187,77
10,19299,371,228,102
11,19096,457,308,139
12,18849,584,376,191
13,18539,727,494,240
14,18141,922,639,298
15,17693,1115,831,361
16,17086,1388,1047,479
17,16358,1720,1309,613
18,15509,2095,1584,812
19,14555,2459,1949,1037
20,13420,2883,2397,1300
21,12211,3277,2900,1612
22,10842,3732,3373,2053
23,9507,4053,3959,2481
24,8176,4265,4534,3025
25,6842,4385,5158,3615
26,5625,4347,5738,4290
27,4489,4254,6232,5025
28,3553,3986,6636,5825
29,2738,3725,6846,6691
30,2141,3253,7047,7559
31,1696,2818,6971,8515
32,1356,2338,6845,9461
33,1115,1966,6630,10289
34,934,1606,6360,11100
35,785,1353,5969,11893
36,684,1096,5566,12654
37,624,899,5083,13394
38,545,750,4634,14071
39,506,621,4227,14646
40,477,501,3826,15196
41,464,421,3481,15634
42,448,335,3202,16015
43,456,265,2894,16385
44,480,237,2541,16742
45,505,201,2234,17060
46,534,171,1969,17326
47,565,161,1771,17503
48,575,150,1598,17677
49,609,145,1420,17826
50,656,132,1241,17971
51,680,119,1111,18090
52,721,106,991,18182
53,776,98,872,18254
54,822,91,801,18286
55,872,75,704,18349
56,924,70,611,18395
57,955,72,559,18414
58,1015,60,514,18411
59,1064,54,468,18414
60,1125,53,425,18397
61,1172,66,380,18382
62,1211,61,339,18389
63,1270,47,318,18365
64,1329,41,282,18348
65,1400,33,259,18308
66,1449,36,224,18291
67,1504,40,193,18263
68,1559,39,177,18225
69,1619,33,155,18193
70,1670,26,146,18158
71,1736,21,134,18109
72,1789,25,121,18065
73,1855,21,100,18024
74,1917,19,96,17968
75,1982,17,89,17912
76,2050,16,74,17860
77,2093,22,68,17817
78,2158,23,55,17764
79,2223,22,54,17701
80,2276,20,52,17652
81,2336,18,52,17594
82,2387,18,50,17545
83,2444,17,50,17489
84,2492,16,45,17447
85,2547,15,39,17399
86,2585,15,39,17361
87,2632,17,35,17316
88,2684,12,31,17273
89,2731,14,31,17224
90,2785,11,30,17174
91,2841,14,31,17114
92,2896,14,34,17056
93,2961,12,34,16993
94,3017,11,33,16939
95,3062,11,33,16894
96,3098,12,32,16858
97,3152,12,29,16807
98,3204,13,27,16756
99,3257,13,24,16706
100,3293,15,21,16671
101,3349,13,23,16615
102,3399,10,27,16564
103,3442,7,28,16523
104,3491,10,25,16474
105,3531,10,24,16435
106,3572,12,24,16392
107,3622,10,22,16346
108,3671,11,20,16298
109,3717,6,21,16256
110,3758,6,20,16216
111,3801,8,14,16177
112,3846,9,13,16132
113,3884,11,11,16094
114,3925,13,11,16051
115,3968,10,14,16008
116,4010,11,13,15966
117,4057,11,13,15919
118,4094,10,15,15881
119,4145,9,17,15829
120,4188,10,15,15787
121,4227,11,16,15746
122,4270,10,18,15702
123,4306,10,15,15669
124,4351,9,12,15628
125,4397,8,10,15585
126,4455,7,10,15528
127,4489,6,12,15493
128,4529,7,11,15453
129,4561,8,11,15420
130,4597,6,15,15382
131,4653,9,13,15325
132,4689,9,15,15287
133,4748,12,14,15226
134,4780,14,16,15190
135,4822,14,17,15147
136,4863,11,21,15105
137,4906,11,24,15059
138,4959,10,27,15004
139,5000,7,20,14973
140,5054,7,13,14926
141,5104,4,16,14876
142,5137,5,16,14842
143,5182,8,17,14793
144,5214,4,17,14765
145,5241,3,18,14738
146,5272,5,17,14706
147,5310,10,16,14664
148,5346,12,19,14623
149,5392,13,17,14578
150,5436,11,21,14532
151,5463,13,23,14501
152,5494,15,23,14468
153,5541,14,24,14421
154,5574,14,28,14384
155,5591,11,32,14366
156,5629,11,33,14327
157,5671,12,31,14286
158,5699,12,28,14261
159,5733,15,32,14220
160,5767,20,32,14181
161,5800,21,35,14144
162,5827,22,35,14116
163,5878,18,37,14067
164,5913,23,38,14026
165,5944,28,42,13986
166,5975,31,41,13953
167,6010,30,44,13916
168,6050,34,48,13868
169,6070,33,54,13843
170,6089,35,57,13819
171,6117,38,60,13785
172,6127,44,65,13764
173,6156,44,68,13732
174,6187,46,76,13691
175,6209,63,78,13650
176,6238,68,79,13615
177,6262,78,81,13579
178,6278,82,89,13551
179,6302,73,102,13523
180,6312,82,112,13494
181,6317,97,119,13467
182,6329,98,131,13442
183,6337,102,136,13425
184,6355,92,148,13405
185,6367,94,158,13381
186,6359,106,162,13373
187,6360,115,169,13356
188,6344,129,188,13339
189,6343,130,192,13335
190,6321,143,202,13334
191,6316,149,210,13325
192,6307,155,218,13320
193,6305,144,227,13324
194,6266,168,238,13328
195,6253,188,254,13305
196,6215,212,263,13310
197,6201,199,294,13306
198,6171,224,307,13298
199,6149,226,327,13298
200,6120,222,356,13302
201,6086,222,372,13320
202,6063,248,378,13311
203,6007,272,389,13332
204,5975,264,409,13352
205,5932,276,446,13346
206,5883,298,452,13367
207,5838,307,469,13386
208,5799,303,485,13413
209,5718,322,515,13445
210,5643,354,545,13458
211,5580,370,566,13484
212,5504,364,600,13532
213,5453,390,591,13566
214,5366,404,631,13599
215,5300,403,671,13626
216,5210,415,710,13665
217,5110,456,725,13709
218,5010,468,766,13756
219,4931,467,802,13800
220,4845,485,813,13857
221,4745,516,842,13897
222,4664,501,894,13941
223,4547,535,911,14007
224,4460,519,962,14059
225,4351,523,985,14141
226,4267,525,1001,14207
227,4169,534,1026,14271
228,4075,511,1055,14359
229,4001,494,1068,14437
230,3905,494,1074,14527
231,3805,488,1090,14617
232,3713,491,1083,14713
233,3623,490,1080,14807
234,3549,497,1065,14889
235,3479,487,1053,14981
236,3385,473,1058,15084
237,3334,464,1039,15163
238,3280,464,1022,15234
239,3234,450,1019,15297
240,3197,417,1023,15363
241,3152,416,994,15438
242,3091,384,1018,15507
243,3052,376,998,15574
244,3007,400,965,15628
245,2964,399,944,15693
246,2947,395,939,15719
247,2942,344,925,15789
248,2913,330,920,15837
249,2889,333,885,15893
250,2883,338,842,15937
251,2856,319,828,15997
252,2837,309,805,16049
253,2837,293,805,16065
254,2847,282,779,16092
255,2840,287,738,16135
256,2834,291,731,16144
257,2840,285,716,16159
258,2853,273,709,16165
259,2844,289,692,16175
260,2851,262,689,16198
261,2876,249,684,16191
262,2896,241,662,16201
263,2912,240,627,16221
264,2943,221,603,16233
265,2965,228,583,16224
266,2980,209,558,16253
267,3015,196,529,16260
268,3044,189,508,16259
269,3063,187,480,16270
270,3096,199,467,16238
271,3128,188,448,16236
272,3143,210,418,16229
273,3192,205,409,16194
274,3228,187,420,16165
275,3270,184,410,16136
276,3288,188,410,16114
277,3324,181,409,16086
278,3373,187,391,16049
279,3419,177,392,16012
280,3452,180,386,15982
281,3502,177,374,15947
282,3525,180,378,15917
283,3575,176,359,15890
284,3641,167,348,15844
285,3671,163,347,15819
286,3727,162,333,15778
287,3771,170,334,15725
288,3795,171,337,15697
289,3827,173,341,15659
290,3861,175,334,15630
291,3899,172,342,15587
292,3957,173,338,15532
293,3979,174,355,15492
294,4007,166,366,15461
295,4053,166,343,15438
296,4074,169,353,15404
297,4099,176,350,15375
298,4135,168,352,15345
299,4160,177,355,15308
300,4198,180,349,15273
301,4231,186,359,15224
302,4266,191,354,15189
303,4300,184,371,15145
304,4316,203,364,15117
305,4341,210,356,15093
306,4373,221,362,15044
307,4405,217,376,15002
308,4430,218,380,14972
309,4450,224,396,14930
310,4488,223,410,14879
311,4516,208,429,14847
312,4519,226,423,14832
313,4553,231,423,14793
314,4558,237,426,14779
315,4582,212,448,14758
316,4599,209,453,14739
317,4598,231,452,14719
318,4582,250,471,14697
319,4570,266,475,14689
320,4572,277,473,14678
321,4582,252,496,14670
322,4579,285,497,14639
323,4601,274,512,14613
324,4594,308,508,14590
325,4603,298,533,14566
326,4595,316,550,14539
327,4601,311,547,14541
328,4590,323,549,14538
329,4558,322,578,14542
330,4584,310,587,14519
331,4562,333,601,14504
332,4527,340,625,14508
333,4513,367,638,14482
334,4491,383,628,14498
335,4457,373,647,14523
336,4434,353,685,14528
337,4413,380,683,14524
338,4388,381,667,14564
339,4363,387,673,14577
340,4343,381,689,14587
341,4317,405,692,14586
342,4312,381,742,14565
343,4287,388,740,14585
344,4262,396,734,14608
345,4268,388,736,14608
346,4241,397,749,14613
347,4209,410,773,14608
348,4197,387,802,14614
349,4153,404,802,14641
350,4103,420,809,14668
351,4088,390,824,14698
352,4029,422,825,14724
353,3987,439,824,14750
354,3958,448,820,14774
355,3919,451,815,14815
356,3889,438,839,14834
357,3855,432,868,14845
358,3797,444,886,14873
359,3768,458,885,14889
360,3738,449,894,14919
361,3729,450,888,14933
362,3693,458,883,14966
363,3675,457,896,14972
364,3644,452,902,15002
365,3603,454,932,15011
