day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19963,17,20,0
1,19947,30,21,2
2,19930,34,29,7
3,19894,62,35,9
4,19866,68,51,15
5,19829,85,66,20
6,19777,112,84,27
7,19715,153,96,36
8,19656,161,135,48
9,19560,209,172,59
10,19432,283,208,77
11,19279,352,257,112
12,19102,428,330,140
13,18870,541,398,191
14,18596,662,489,253
15,18267,826,600,307
16,17879,977,754,390
17,17385,1173,949,493
18,16761,1460,1148,631
19,16067,1738,1403,792
20,15261,2055,1685,999
21,14350,2358,2070,1222
22,13328,2705,2483,1484
23,12161,3167,2895,1777
24,10877,3548,3392,2183
25,9612,3792,3986,2610
26,8271,4059,4479,3191
27,6952,4263,5033,3752
28,5752,4283,5549,4416
29,4686,4180,5948,5186
30,3801,3939,6331,5929
31,2999,3630,6634,6737
32,2344,3321,6734,7601
33,1860,2846,6824,8470
34,1490,2421,6712,9377
35,1169,2068,6501,10262
36,968,1732,6187,11113
37,809,1414,5829,11948
38,701,1187,5408,12704
39,620,981,4975,13424
40,539,805,4605,14051
41,503,682,4198,14617
42,497,553,3837,15113
43,468,481,3460,15591
44,478,390,3125,16007
45,494,333,2783,16390
46,493,272,2510,16725
47,509,234,2260,16997
48,531,197,2039,17233
49,550,182,1802,17466
50,599,158,1612,17631
51,645,134,1451,17770
52,689,121,1300,17890
53,716,120,1146,18018
54,744,112,1025,18119
55,784,102,910,18204
56,812,102,812,18274
57,858,88,736,18318
58,904,82,654,18360
59,950,89,580,18381
60,1005,80,520,18395
61,1039,76,461,18424
62,1098,68,423,18411
63,1133,66,371,18430
64,1189,53,336,18422
65,1256,47,316,18381
66,1297,49,284,18370
67,1354,42,261,18343
68,1403,40,226,18331
69,1462,36,202,18300
70,1521,37,180,18262
71,1568,34,161,18237
72,1651,26,148,18175
73,1713,23,131,18133
74,1764,21,110,18105
75,1825,22,100,18053
76,1892,29,88,17991
77,1948,27,81,17944
78,2016,24,78,17882
79,2057,24,73,17846
