day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19963,17,20,0
1,19948,26,23,3
2,19927,40,25,8
3,19909,49,32,10
4,19879,64,41,16
5,19839,81,54,26
6,19796,99,76,29
7,19730,132,104,34
8,19656,154,137,53
9,19559,204,171,66
10,19436,262,211,91
11,19265,360,266,109
12,19058,469,338,135
13,18815,565,439,181
14,18502,719,542,237
15,18143,891,663,303
16,17683,1111,818,388
17,17119,1356,1021,504
18,16421,1703,1239,637
19,15713,1940,1529,818
20,14838,2300,1818,1044
21,13877,2639,2187,1297
22,12792,2984,2644,1580
23,11572,3412,3059,1957
24,10285,3792,3523,2400
25,9001,4005,4110,2884
26,7735,4145,4672,3448
27,6525,4162,5254,4059
28,5326,4267,5694,4713
29,4245,4131,6155,5469
30,3383,3804,6565,6248
31,2641,3449,6780,7130
32,2117,3001,6836,8046
33,1691,2599,6754,8956
34,1312,2259,6607,9822
35,1053,1923,6333,10691
36,874,1622,5996,11508
37,742,1308,5673,12277
38,630,1065,5321,12984
39,568,888,4856,13688
40,511,733,4473,14283
41,469,601,4092,14838
42,443,496,3736,15325
43,453,410,3390,15747
44,439,338,3055,16168
45,458,286,2727,16529
46,470,243,2436,16851
47,492,197,2171,17140
48,528,168,1933,17371
49,565,155,1724,17556
50,592,135,1559,17714
51,643,120,1397,17840
52,682,109,1243,17966
53,724,108,1106,18062
54,771,99,976,18154
55,821,95,870,18214
56,862,89,776,18273
57,892,88,691,18329
58,933,82,641,18344
59,958,78,588,18376
60,1001,69,519,18411
61,1049,64,479,18408
62,1100,62,411,18427
63,1162,53,371,18414
64,1227,40,340,18393
65,1284,46,298,18372
66,1338,47,259,18356
67,1394,45,245,18316
68,1455,43,215,18287
69,1515,37,194,18254
70,1564,33,175,18228
71,1614,34,154,18198
72,1683,28,140,18149
73,1738,30,129,18103
74,1804,22,109,18065
75,1846,28,97,18029
76,1898,25,92,17985
77,1958,25,82,17935
78,2017,24,81,17878
79,2069,25,70,17836
80,2128,29,67,17776
81,2187,35,61,17717
82,2255,29,62,17654
83,2307,28,61,17604
84,2358,31,53,17558
85,2399,33,54,17514
86,2442,29,55,17474
87,2503,26,55,17416
88,2554,25,54,17367
89,2610,20,59,17311
90,2660,20,56,17264
91,2717,16,58,17209
92,2764,16,57,17163
93,2818,13,59,17110
94,2866,18,48,17068
95,2919,15,47,17019
96,2968,13,45,16974
97,3029,14,44,16913
98,3074,14,47,16865
99,3118,11,48,16823
100,3164,14,37,16785
101,3223,12,37,16728
102,3276,16,35,16673
103,3316,15,32,16637
104,3348,13,33,16606
105,3398,17,33,16552
106,3447,16,31,16506
107,3477,20,27,16476
108,3510,18,31,16441
109,3568,20,31,16381
110,3627,23,31,16319
111,3660,21,30,16289
112,3708,19,22,16251
113,3754,18,21,16207
114,3793,16,23,16168
115,3840,11,30,16119
116,3888,13,32,16067
117,3923,17,31,16029
118,3975,17,32,15976
119,4017,16,33,15934
120,4071,16,29,15884
121,4115,15,29,15841
122,4160,16,27,15797
123,4197,11,29,15763
124,4230,18,28,15724
125,4271,19,28,15682
126,4307,16,30,15647
127,4346,11,34,15609
128,4377,14,37,15572
129,4422,15,37,15526
130,4453,16,34,15497
131,4496,15,34,15455
132,4530,16,34,15420
133,4576,14,35,15375
134,4629,15,35,15321
135,4667,17,34,15282
136,4695,19,29,15257
137,4720,21,32,15227
138,4754,16,38,15192
139,4796,13,41,15150
140,4825,20,38,15117
141,4863,26,38,15073
142,4891,27,41,15041
143,4920,25,47,15008
144,4955,28,47,14970
145,5003,27,47,14923
146,5044,28,46,14882
147,5080,35,44,14841
148,5112,33,49,14806
149,5148,28,52,14772
150,5182,20,60,14738
151,5208,25,61,14706
152,5248,28,60,14664
153,5273,37,61,14629
154,5315,37,60,14588
155,5331,45,62,14562
156,5360,49,64,14527
157,5394,50,67,14489
158,5423,52,75,14450
159,5458,45,81,14416
160,5482,50,84,14384
161,5505,56,75,14364
162,5519,51,91,14339
163,5544,58,87,14311
164,5558,67,91,14284
165,5596,59,108,14237
166,5616,61,110,14213
167,5624,71,106,14199
168,5632,73,110,14185
169,5653,76,108,14163
170,5669,72,124,14135
171,5670,80,130,14120
172,5690,83,134,14093
173,5713,70,145,14072
174,5725,79,146,14050
175,5744,89,151,14016
176,5765,102,153,13980
177,5771,108,163,13958
178,5780,108,162,13950
179,5777,112,183,13928
180,5777,109,194,13920
181,5776,123,198,13903
182,5779,133,214,13874
183,5787,144,226,13843
184,5769,149,242,13840
185,5758,159,246,13837
186,5736,180,252,13832
187,5742,163,276,13819
188,5722,185,280,13813
189,5697,181,300,13822
190,5676,192,297,13835
191,5658,204,293,13845
192,5636,210,311,13843
193,5606,227,315,13852
194,5580,239,329,13852
195,5544,251,346,13859
196,5517,251,375,13857
197,5470,268,392,13870
198,5438,258,432,13872
199,5385,283,432,13900
200,5339,306,450,13905
201,5314,302,476,13908
202,5268,324,502,13906
203,5227,306,531,13936
204,5163,328,530,13979
205,5110,338,554,13998
206,5071,342,581,14006
207,5019,342,588,14051
208,4982,333,594,14091
209,4934,328,619,14119
210,4882,334,612,14172
211,4836,328,645,14191
212,4753,348,646,14253
213,4686,393,632,14289
214,4617,401,647,14335
215,4574,400,671,14355
216,4512,404,693,14391
217,4448,400,729,14423
218,4375,425,728,14472
219,4314,425,750,14511
220,4256,424,778,14542
221,4186,420,783,14611
222,4111,426,810,14653
223,4055,436,811,14698
224,3964,463,828,14745
225,3901,449,843,14807
226,3848,433,855,14864
227,3783,443,844,14930
228,3747,429,853,14971
229,3705,428,872,14995
230,3661,428,866,15045
231,3618,420,861,15101
232,3582,396,870,15152
233,3529,383,881,15207
234,3500,368,865,15267
235,3473,359,836,15332
236,3443,357,823,15377
237,3391,351,822,15436
238,3372,361,787,15480
239,3349,340,773,15538
240,3325,340,762,15573
241,3293,332,753,15622
242,3289,326,721,15664
243,3273,335,718,15674
244,3229,341,715,15715
245,3216,335,700,15749
246,3221,311,705,15763
247,3208,310,691,15791
248,3196,297,697,15810
249,3181,302,694,15823
250,3169,287,689,15855
251,3172,307,646,15875
252,3170,310,630,15890
253,3175,308,635,15882
254,3169,302,637,15892
255,3160,297,647,15896
256,3179,288,641,15892
257,3180,290,643,15887
258,3208,282,641,15869
259,3202,275,642,15881
260,3226,286,615,15873
261,3250,264,617,15869
262,3275,230,627,15868
263,3295,241,594,15870
264,3298,225,581,15896
265,3317,229,567,15887
266,3324,221,565,15890
267,3341,233,543,15883
268,3375,228,535,15862
269,3398,226,528,15848
270,3414,222,527,15837
271,3426,232,520,15822
272,3432,236,509,15823
273,3456,225,511,15808
274,3483,220,505,15792
275,3503,210,491,15796
276,3504,235,462,15799
277,3548,205,483,15764
278,3559,209,477,15755
279,3584,215,470,15731
280,3616,212,462,15710
281,3642,212,451,15695
282,3653,225,438,15684
283,3673,230,448,15649
284,3697,221,440,15642
285,3717,223,444,15616
286,3735,227,444,15594
287,3747,234,457,15562
288,3769,229,462,15540
289,3786,243,448,15523
290,3790,250,448,15512
291,3793,248,455,15504
292,3806,238,474,15482
293,3815,251,467,15467
294,3855,244,467,15434
295,3867,266,456,15411
296,3891,259,472,15378
297,3907,249,468,15376
298,3927,239,470,15364
299,3949,256,472,15323
300,3958,256,462,15324
301,3968,250,469,15313
302,4005,237,485,15273
303,4016,238,469,15277
304,4035,261,458,15246
305,4054,253,483,15210
306,4063,264,476,15197
307,4079,250,484,15187
308,4090,253,479,15178
309,4103,262,472,15163
310,4111,268,481,15140
311,4103,280,480,15137
312,4119,274,482,15125
313,4134,258,502,15106
314,4139,264,507,15090
315,4156,275,512,15057
316,4156,285,521,15038
317,4183,275,517,15025
318,4185,261,522,15032
319,4196,247,535,15022
320,4192,262,530,15016
321,4202,271,512,15015
322,4208,279,531,14982
323,4219,280,536,14965
324,4216,286,535,14963
325,4221,289,558,14932
326,4229,282,559,14930
327,4214,299,560,14927
328,4216,313,551,14920
329,4210,325,559,14906
330,4216,319,585,14880
331,4230,324,585,14861
332,4232,306,602,14860
333,4226,316,613,14845
334,4224,328,629,14819
335,4218,325,650,14807
336,4218,346,627,14809
337,4236,337,641,14786
338,4225,348,655,14772
339,4215,363,662,14760
340,4212,354,677,14757
341,4198,361,687,14754
342,4177,368,690,14765
343,4166,370,704,14760
344,4146,381,696,14777
345,4138,384,708,14770
346,4117,399,699,14785
347,4105,396,702,14797
348,4100,383,708,14809
349,4109,372,712,14807
350,4111,342,731,14816
351,4086,356,725,14833
352,4055,394,707,14844
353,4026,388,704,14882
354,4006,412,699,14883
355,3982,403,713,14902
356,3969,388,724,14919
