day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19964,16,20,0
1,19945,31,21,3
2,19922,45,26,7
3,19898,53,38,11
4,19859,77,49,15
5,19828,93,55,24
6,19793,103,72,32
7,19746,127,82,45
8,19698,130,120,52
9,19585,208,139,68
10,19476,253,190,81
11,19323,338,238,101
12,19154,409,309,128
13,18926,530,368,176
14,18662,645,472,221
15,18342,783,583,292
16,17943,960,742,355
17,17449,1174,911,466
18,16927,1335,1156,582
19,16201,1685,1367,747
20,15388,1995,1680,937
21,14412,2362,2075,1151
22,13386,2733,2457,1424
23,12248,3105,2909,1738
24,10983,3501,3413,2103
25,9691,3828,3947,2534
26,8384,4066,4485,3065
27,7165,4122,5086,3627
28,5962,4212,5522,4304
29,4924,4062,5995,5019
30,3937,3864,6365,5834
31,3104,3619,6676,6601
32,2475,3256,6812,7457
33,1939,2889,6839,8333
34,1540,2487,6731,9242
35,1220,2112,6578,10090
36,994,1732,6321,10953
37,799,1492,5944,11765
38,689,1223,5585,12503
39,584,1031,5188,13197
40,530,845,4749,13876
41,497,659,4339,14505
42,472,520,3939,15069
43,458,421,3583,15538
44,451,342,3229,15978
45,458,279,2934,16329
46,485,239,2593,16683
47,509,203,2286,17002
48,519,184,2058,17239
49,539,169,1837,17455
50,571,140,1627,17662
51,601,140,1433,17826
52,651,127,1269,17953
53,692,121,1155,18032
54,725,102,1058,18115
55,774,99,931,18196
56,830,74,847,18249
57,878,69,759,18294
58,928,70,678,18324
59,992,65,611,18332
60,1029,70,545,18356
61,1065,78,490,18367
62,1112,74,434,18380
63,1163,68,396,18373
64,1219,51,350,18380
65,1265,48,312,18375
66,1316,46,275,18363
67,1361,42,247,18350
68,1405,47,210,18338
69,1463,42,194,18301
70,1514,46,183,18257
71,1571,50,157,18222
72,1612,47,145,18196
73,1672,43,136,18149
74,1741,36,133,18090
75,1792,27,120,18061
76,1829,31,110,18030
77,1879,29,101,17991
78,1933,34,91,17942
79,1985,28,86,17901
80,2040,32,79,17849
81,2102,30,76,17792
82,2161,24,74,17741
83,2219,22,74,17685
84,2267,20,71,17642
85,2328,20,66,17586
86,2371,21,63,17545
87,2422,18,62,17498
88,2473,20,57,17450
89,2513,22,53,17412
90,2569,18,49,17364
91,2629,17,51,17303
92,2674,17,47,17262
93,2739,16,44,17201
94,2780,20,41,17159
95,2822,21,36,17121
96,2884,19,34,17063
97,2939,19,38,17004
98,2981,21,36,16962
99,3018,23,32,16927
100,3069,16,36,16879
101,3127,13,39,16821
102,3184,14,42,16760
103,3232,15,41,16712
104,3268,14,39,16679
105,3314,13,33,16640
106,3363,11,32,16594
107,3409,13,30,16548
108,3451,13,31,16505
109,3492,16,28,16464
110,3547,17,27,16409
111,3605,15,28,16352
112,3650,15,31,16304
113,3697,20,26,16257
114,3739,18,31,16212
115,3782,17,31,16170
116,3835,13,36,16116
117,3891,20,34,16055
118,3928,19,35,16018
119,3970,15,35,15980
120,4009,15,30,15946
121,4061,18,30,15891
122,4104,15,29,15852
123,4154,11,31,15804
124,4207,9,29,15755
125,4252,11,26,15711
126,4300,12,25,15663
127,4342,13,26,15619
128,4390,9,29,15572
129,4431,15,25,15529
130,4479,14,22,15485
131,4515,11,22,15452
132,4573,11,21,15395
133,4622,13,21,15344
134,4657,11,23,15309
135,4693,15,21,15271
136,4740,14,22,15224
137,4779,16,25,15180
138,4817,15,25,15143
139,4861,15,27,15097
140,4890,17,29,15064
141,4922,18,30,15030
142,4964,21,35,14980
143,5000,24,35,14941
144,5052,22,39,14887
145,5090,27,39,14844
146,5127,26,41,14806
147,5167,25,43,14765
148,5207,23,42,14728
149,5236,28,37,14699
150,5292,30,38,14640
151,5342,25,40,14593
152,5387,26,39,14548
153,5450,27,42,14481
154,5490,28,38,14444
155,5519,38,36,14407
156,5558,36,40,14366
157,5582,35,47,14336
158,5605,42,45,14308
159,5639,44,50,14267
160,5676,39,56,14229
161,5707,35,63,14195
162,5744,33,61,14162
163,5754,43,71,14132
164,5788,44,73,14095
165,5809,49,74,14068
166,5824,54,76,14046
167,5846,58,79,14017
168,5878,55,87,13980
169,5895,63,95,13947
170,5909,73,100,13918
171,5929,75,106,13890
172,5950,74,118,13858
173,5956,88,120,13836
174,5963,91,123,13823
175,5974,78,144,13804
176,5984,80,141,13795
177,6000,80,152,13768
178,6002,97,151,13750
179,6022,106,157,13715
180,6028,112,165,13695
181,6042,107,165,13686
182,6056,116,161,13667
183,6071,100,182,13647
184,6058,119,184,13639
185,6075,123,193,13609
186,6078,131,197,13594
187,6067,139,203,13591
188,6067,137,219,13577
189,6057,146,217,13580
190,6057,152,226,13565
191,6034,165,239,13562
192,6028,170,261,13541
193,6021,165,258,13556
194,5986,185,274,13555
195,5977,184,293,13546
196,5951,201,317,13531
197,5922,221,322,13535
198,5919,225,322,13534
199,5877,229,333,13561
200,5857,233,349,13561
201,5843,235,356,13566
202,5808,227,384,13581
203,5760,246,403,13591
204,5732,243,428,13597
205,5688,257,445,13610
206,5635,285,450,13630
207,5595,298,471,13636
208,5550,306,483,13661
209,5496,316,514,13674
210,5444,313,551,13692
211,5375,341,551,13733
212,5347,322,571,13760
213,5278,363,565,13794
214,5197,389,589,13825
215,5130,400,614,13856
216,5040,432,629,13899
217,4982,425,654,13939
218,4902,418,696,13984
219,4809,433,725,14033
220,4730,447,736,14087
221,4652,439,778,14131
222,4576,475,761,14188
223,4508,468,784,14240
224,4415,478,824,14283
225,4351,447,851,14351
226,4286,443,859,14412
227,4201,458,874,14467
228,4121,470,871,14538
229,4064,466,904,14566
230,3998,461,911,14630
231,3931,448,897,14724
232,3893,433,916,14758
233,3817,446,924,14813
234,3769,424,943,14864
235,3718,419,938,14925
236,3660,413,937,14990
237,3614,394,942,15050
238,3566,378,911,15145
239,3507,385,915,15193
240,3456,408,896,15240
241,3388,419,878,15315
242,3323,425,878,15374
243,3306,402,894,15398
244,3271,387,897,15445
245,3237,368,889,15506
246,3185,356,894,15565
247,3142,357,866,15635
248,3111,354,846,15689
249,3080,361,829,15730
250,3054,343,832,15771
251,3019,351,802,15828
252,3005,317,808,15870
253,2997,307,782,15914
254,2992,305,742,15961
255,2986,301,708,16005
256,2983,299,670,16048
257,2988,278,679,16055
258,3020,256,661,16063
259,3019,272,633,16076
260,3024,252,623,16101
261,3035,249,598,16118
262,3046,238,600,16116
263,3070,240,596,16094
264,3079,217,607,16097
265,3090,217,579,16114
266,3090,228,552,16130
267,3116,229,546,16109
268,3132,217,533,16118
269,3158,216,512,16114
270,3178,211,517,16094
271,3199,226,503,16072
272,3241,211,513,16035
273,3269,212,513,16006
274,3298,206,498,15998
275,3324,226,462,15988
276,3363,230,452,15955
277,3389,228,458,15925
278,3412,226,462,15900
279,3443,206,453,15898
280,3472,205,447,15876
281,3528,188,457,15827
282,3543,191,446,15820
283,3546,205,447,15802
284,3569,200,441,15790
285,3597,195,434,15774
286,3652,186,431,15731
287,3678,196,414,15712
288,3698,190,421,15691
289,3740,193,407,15660
290,3759,185,415,15641
291,3794,188,415,15603
292,3841,183,413,15563
293,3878,179,409,15534
294,3888,178,414,15520
295,3920,178,394,15508
296,3942,193,390,15475
297,3978,191,390,15441
298,3992,198,385,15425
299,4038,192,394,15376
300,4063,198,399,15340
301,4091,210,396,15303
302,4116,207,408,15269
303,4139,204,417,15240
304,4141,217,423,15219
305,4148,232,414,15206
306,4174,228,426,15172
307,4193,241,422,15144
308,4225,218,458,15099
309,4243,210,466,15081
310,4267,226,460,15047
311,4278,237,461,15024
312,4294,237,471,14998
313,4297,246,477,14980
314,4278,259,496,14967
315,4291,262,484,14963
316,4308,263,494,14935
317,4292,283,492,14933
