day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19965,15,20,0
1,19942,34,22,2
2,19923,47,26,4
3,19894,64,33,9
4,19859,79,48,14
5,19818,95,67,20
6,19756,132,82,30
7,19700,152,110,38
8,19626,175,139,60
9,19520,234,158,88
10,19407,278,205,110
11,19267,342,260,131
12,19087,430,310,173
13,18897,491,397,215
14,18627,630,478,265
15,18255,824,593,328
16,17829,995,765,411
17,17341,1198,939,522
18,16754,1415,1166,665
19,16059,1696,1420,825
20,15249,2022,1724,1005
21,14327,2364,2041,1268
22,13248,2755,2456,1541
23,12140,3058,2942,1860
24,10933,3415,3444,2208
25,9629,3715,4030,2626
26,8348,3980,4526,3146
27,7032,4180,5098,3690
28,5828,4220,5551,4401
29,4770,4079,6013,5138
30,3834,3856,6398,5912
31,3033,3581,6660,6726
32,2388,3232,6740,7640
33,1880,2810,6786,8524
34,1474,2425,6692,9409
35,1201,2030,6474,10295
36,995,1701,6194,11110
37,837,1415,5835,11913
38,733,1177,5451,12639
39,643,967,5051,13339
40,578,803,4662,13957
41,530,669,4269,14532
42,498,549,3859,15094
43,487,443,3481,15589
44,472,367,3118,16043
45,472,323,2791,16414
46,485,275,2498,16742
47,503,238,2227,17032
48,522,218,2000,17260
49,545,192,1794,17469
50,578,167,1606,17649
51,614,142,1431,17813
52,658,134,1250,17958
53,696,129,1111,18064
54,748,124,979,18149
55,793,95,872,18240
56,824,94,750,18332
57,859,92,663,18386
58,906,86,585,18423
59,952,80,512,18456
60,996,76,452,18476
61,1053,69,408,18470
62,1112,56,374,18458
63,1153,59,336,18452
64,1204,48,302,18446
65,1265,44,265,18426
66,1330,46,239,18385
67,1390,45,217,18348
68,1439,51,193,18317
69,1502,56,167,18275
70,1556,41,174,18229
71,1602,36,160,18202
72,1656,30,148,18166
73,1699,25,144,18132
74,1750,24,132,18094
75,1806,29,111,18054
76,1872,27,100,18001
77,1926,30,95,17949
78,1985,24,87,17904
79,2036,22,80,17862
80,2081,21,75,17823
81,2138,21,77,17764
82,2191,18,76,17715
83,2241,19,71,17669
84,2294,19,68,17619
85,2325,27,61,17587
86,2364,27,51,17558
87,2416,23,48,17513
88,2462,26,46,17466
89,2511,28,41,17420
90,2562,20,48,17370
91,2610,17,50,17323
92,2659,18,48,17275
93,2705,23,40,17232
94,2744,18,44,17194
95,2782,19,44,17155
96,2830,16,43,17111
97,2878,16,43,17063
98,2917,13,45,17025
99,2960,16,35,16989
100,3004,15,31,16950
101,3066,12,35,16887
102,3134,10,35,16821
103,3185,15,32,16768
104,3234,13,30,16723
105,3275,9,33,16683
106,3327,12,28,16633
107,3378,13,25,16584
108,3425,14,24,16537
109,3477,12,24,16487
110,3530,11,24,16435
111,3578,10,24,16388
112,3626,9,29,16336
113,3670,9,29,16292
114,3710,15,30,16245
115,3746,14,31,16209
116,3790,15,31,16164
117,3834,15,36,16115
118,3874,15,37,16074
119,3921,19,33,16027
120,3969,15,34,15982
121,4002,19,32,15947
122,4061,24,35,15880
123,4096,21,35,15848
124,4139,18,36,15807
125,4184,18,35,15763
126,4224,20,34,15722
127,4268,16,36,15680
128,4312,13,41,15634
129,4340,19,34,15607
130,4369,21,35,15575
131,4408,19,39,15534
132,4446,23,39,15492
133,4484,19,44,15453
134,4525,18,49,15408
135,4559,18,51,15372
136,4602,23,52,15323
137,4623,25,56,15296
138,4664,29,55,15252
139,4709,25,62,15204
140,4734,35,65,15166
141,4776,37,63,15124
142,4814,39,65,15082
143,4844,41,66,15049
144,4881,41,63,15015
145,4920,38,64,14978
146,4962,34,72,14932
147,5003,29,73,14895
148,5027,38,73,14862
149,5064,40,78,14818
150,5086,38,81,14795
151,5125,42,74,14759
152,5144,43,77,14736
153,5172,41,82,14705
154,5198,40,85,14677
155,5229,42,90,14639
156,5264,43,89,14604
157,5298,50,90,14562
158,5318,56,95,14531
159,5336,60,89,14515
160,5359,58,94,14489
161,5378,70,91,14461
162,5401,73,95,14431
163,5412,75,104,14409
164,5442,75,113,14370
165,5459,74,124,14343
166,5479,80,132,14309
167,5490,82,138,14290
168,5501,90,141,14268
169,5510,88,150,14252
170,5522,89,153,14236
171,5548,88,162,14202
