day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19964,16,20,0
1,19951,21,25,3
2,19936,29,29,6
3,19908,47,37,8
4,19876,61,50,13
5,19833,81,64,22
6,19777,116,76,31
7,19725,134,107,34
8,19645,173,127,55
9,19548,219,158,75
10,19417,293,200,90
11,19272,364,245,119
12,19103,437,303,157
13,18889,523,397,191
14,18592,675,483,250
15,18265,788,640,307
16,17849,983,780,388
17,17339,1215,957,489
18,16797,1411,1189,603
19,16097,1714,1438,751
20,15267,2105,1691,937
21,14359,2415,2092,1134
22,13289,2786,2493,1432
23,12089,3200,2956,1755
24,10842,3564,3454,2140
25,9510,3900,3987,2603
26,8199,4145,4523,3133
27,6955,4249,5090,3706
28,5838,4176,5666,4320
29,4754,4124,6020,5102
30,3829,3877,6391,5903
31,3037,3507,6718,6738
32,2368,3174,6803,7655
33,1870,2840,6760,8530
34,1465,2411,6755,9369
35,1193,2033,6532,10242
36,956,1703,6234,11107
37,785,1439,5864,11912
38,669,1176,5468,12687
39,582,976,5040,13402
40,541,780,4604,14075
41,517,640,4204,14639
42,496,549,3828,15127
43,475,480,3433,15612
44,476,384,3127,16013
45,460,326,2817,16397
46,477,286,2527,16710
47,493,249,2273,16985
48,513,206,2045,17236
49,546,179,1819,17456
50,576,166,1608,17650
51,608,148,1461,17783
52,641,117,1337,17905
53,681,116,1173,18030
54,706,124,1017,18153
55,736,113,908,18243
56,787,97,791,18325
57,837,89,700,18374
58,892,72,635,18401
59,934,58,574,18434
60,972,69,509,18450
61,1030,67,460,18443
62,1084,65,421,18430
63,1130,60,385,18425
64,1187,56,349,18408
65,1242,51,321,18386
66,1295,46,289,18370
67,1368,46,251,18335
68,1436,50,230,18284
69,1500,43,211,18246
70,1550,39,201,18210
71,1592,33,176,18199
72,1654,27,157,18162
73,1700,27,145,18128
74,1764,26,132,18078
75,1815,26,118,18041
76,1861,27,104,18008
77,1910,22,93,17975
78,1974,22,89,17915
79,2031,22,77,17870
80,2105,20,73,17802
81,2163,18,70,17749
82,2210,16,69,17705
83,2272,19,63,17646
84,2330,21,56,17593
85,2376,20,56,17548
86,2435,16,53,17496
