day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19968,12,20,0
1,19957,20,19,4
2,19935,36,24,5
3,19916,53,23,8
4,19898,58,33,11
5,19875,67,43,15
6,19837,81,57,25
7,19798,95,73,34
8,19748,122,89,41
9,19674,165,109,52
10,19586,200,151,63
11,19492,244,180,84
12,19375,295,214,116
13,19211,370,273,146
14,19023,465,326,186
15,18796,566,410,228
16,18521,656,538,285
17,18202,812,634,352
18,17806,1001,749,444
19,17322,1203,916,559
20,16702,1440,1174,684
21,15991,1763,1421,825
22,15144,2130,1701,1025
23,14158,2555,2046,1241
24,13072,2910,2512,1506
25,11848,3299,3000,1853
26,10608,3610,3538,2244
27,9302,3927,4067,2704
28,7960,4182,4624,3234
29,6689,4290,5210,3811
30,5552,4280,5676,4492
31,4470,4125,6152,5253
32,3591,3859,6429,6121
33,2787,3556,6696,6961
34,2196,3139,6800,7865
35,1721,2757,6786,8736
36,1386,2361,6679,9574
37,1125,1993,6440,10442
38,943,1632,6148,11277
39,794,1360,5811,12035
40,681,1108,5430,12781
41,606,898,5041,13455
42,531,754,4598,14117
43,494,630,4156,14720
44,476,516,3753,15255
45,469,414,3380,15737
46,480,348,2968,16204
47,475,302,2653,16570
48,514,261,2371,16854
49,526,232,2132,17110
50,557,200,1903,17340
51,588,177,1704,17531
52,637,164,1518,17681
53,665,148,1342,17845
54,697,137,1197,17969
55,725,120,1050,18105
56,763,119,924,18194
57,801,117,830,18252
58,844,113,765,18278
59,904,95,696,18305
60,950,98,614,18338
61,999,95,548,18358
62,1051,83,502,18364
63,1102,82,437,18379
64,1159,72,402,18367
65,1202,73,374,18351
66,1245,74,342,18339
67,1292,60,308,18340
68,1340,59,284,18317
69,1400,51,261,18288
70,1455,43,237,18265
71,1500,44,213,18243
72,1563,35,198,18204
73,1628,34,184,18154
74,1679,36,158,18127
75,1718,29,139,18114
76,1788,31,127,18054
77,1837,31,119,18013
78,1899,30,112,17959
79,1938,30,102,17930
80,2000,24,104,17872
81,2053,27,92,17828
82,2086,32,86,17796
83,2151,32,80,17737
84,2197,24,77,17702
85,2242,22,76,17660
86,2284,21,71,17624
87,2342,27,62,17569
88,2380,27,63,17530
89,2434,28,57,17481
90,2484,27,50,17439
91,2547,23,53,17377
92,2598,23,51,17328
93,2644,20,48,17288
94,2710,16,45,17229
95,2750,16,49,17185
96,2813,17,39,17131
97,2864,16,36,17084
98,2908,14,39,17039
99,2955,16,40,16989
100,3013,19,28,16940
101,3045,22,27,16906
102,3104,20,28,16848
103,3151,21,28,16800
104,3184,22,30,16764
105,3232,21,32,16715
106,3270,29,30,16671
107,3323,24,35,16618
108,3376,18,36,16570
109,3415,17,44,16524
110,3473,18,42,16467
111,3516,21,43,16420
112,3567,20,42,16371
113,3621,16,43,16320
114,3661,15,47,16277
115,3704,10,49,16237
116,3746,12,43,16199
117,3792,13,40,16155
118,3843,11,41,16105
119,3892,11,41,16056
120,3937,13,40,16010
121,3976,20,40,15964
122,4021,16,36,15927
123,4069,17,33,15881
124,4109,20,30,15841
125,4146,25,29,15800
126,4190,19,33,15758
127,4228,17,35,15720
128,4269,18,31,15682
129,4314,16,31,15639
130,4349,19,28,15604
131,4391,17,31,15561
132,4434,19,30,15517
133,4472,19,34,15475
134,4509,21,30,15440
135,4553,19,28,15400
136,4593,15,29,15363
137,4635,16,23,15326
138,4669,15,23,15293
139,4705,17,21,15257
140,4743,16,24,15217
141,4781,16,27,15176
142,4826,14,24,15136
143,4874,17,27,15082
144,4920,12,31,15037
145,4953,13,34,15000
146,4990,11,35,14964
147,5017,16,33,14934
148,5057,14,33,14896
149,5104,17,32,14847
150,5140,19,32,14809
151,5175,20,32,14773
152,5214,20,33,14733
153,5249,29,37,14685
154,5282,29,38,14651
155,5327,26,43,14604
156,5359,26,43,14572
157,5387,30,48,14535
158,5417,32,51,14500
159,5448,37,50,14465
160,5482,42,54,14422
161,5510,39,56,14395
162,5535,37,57,14371
163,5560,39,57,14344
164,5588,42,62,14308
165,5600,47,69,14284
166,5637,51,69,14243
167,5661,55,70,14214
168,5692,58,77,14173
169,5723,50,83,14144
170,5753,46,83,14118
171,5780,48,80,14092
172,5794,52,82,14072
173,5848,43,91,14018
174,5859,59,84,13998
175,5875,66,95,13964
176,5897,68,108,13927
177,5910,77,103,13910
178,5930,67,110,13893
179,5954,66,118,13862
180,5960,85,118,13837
181,5969,90,123,13818
182,5983,95,119,13803
183,6012,94,123,13771
184,6024,95,139,13742
185,6049,100,144,13707
186,6055,100,156,13689
187,6065,98,162,13675
188,6075,110,166,13649
189,6064,123,170,13643
190,6081,122,187,13610
191,6077,136,189,13598
192,6087,117,210,13586
193,6102,120,205,13573
194,6100,130,213,13557
195,6105,139,219,13537
196,6110,161,216,13513
197,6082,180,225,13513
198,6063,198,223,13516
199,6045,192,245,13518
200,6040,179,272,13509
201,6053,171,292,13484
202,6048,176,305,13471
203,6026,186,320,13468
204,5988,205,323,13484
205,5958,225,331,13486
206,5933,230,343,13494
207,5900,245,368,13487
208,5874,257,378,13491
209,5857,245,396,13502
210,5825,257,395,13523
211,5778,277,387,13558
212,5736,300,405,13559
213,5679,302,444,13575
214,5654,298,489,13559
215,5610,305,514,13571
216,5555,316,531,13598
217,5494,350,562,13594
218,5426,364,579,13631
219,5369,372,595,13664
220,5334,350,625,13691
221,5271,367,617,13745
222,5197,381,630,13792
223,5139,390,655,13816
224,5058,406,670,13866
225,4976,423,709,13892
226,4936,392,722,13950
227,4831,429,744,13996
228,4738,449,739,14074
229,4676,424,764,14136
230,4584,461,781,14174
231,4511,464,822,14203
232,4442,484,822,14252
233,4354,461,854,14331
234,4285,465,864,14386
235,4223,467,889,14421
236,4151,446,922,14481
237,4084,442,936,14538
238,4000,466,945,14589
239,3913,498,920,14669
240,3848,485,948,14719
241,3777,488,926,14809
242,3700,463,937,14900
243,3620,478,937,14965
244,3572,460,956,15012
245,3516,443,979,15062
246,3460,449,994,15097
247,3394,437,984,15185
248,3303,460,946,15291
249,3248,460,937,15355
250,3201,446,933,15420
