day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19959,21,20,0
1,19943,30,25,2
2,19928,37,29,6
3,19908,46,39,7
4,19884,60,42,14
5,19842,94,44,20
6,19802,100,71,27
7,19743,131,87,39
8,19670,171,103,56
9,19586,205,143,66
10,19479,245,197,79
11,19316,337,246,101
12,19139,413,317,131
13,18931,504,385,180
14,18652,630,492,226
15,18289,817,608,286
16,17866,1011,745,378
17,17389,1177,969,465
18,16815,1402,1170,613
19,16093,1728,1420,759
20,15288,2069,1712,931
21,14337,2461,2051,1151
22,13232,2880,2471,1417
23,12085,3228,2944,1743
24,10871,3544,3453,2132
25,9591,3782,4045,2582
26,8259,4076,4511,3154
27,7032,4154,5022,3792
28,5803,4255,5534,4408
29,4772,4069,6050,5109
30,3834,3929,6326,5911
31,3045,3614,6583,6758
32,2404,3245,6769,7582
33,1912,2849,6778,8461
34,1477,2515,6669,9339
35,1194,2133,6443,10230
36,963,1808,6193,11036
37,797,1496,5853,11854
38,695,1233,5435,12637
39,616,985,5062,13337
40,556,816,4622,14006
41,489,687,4235,14589
42,471,553,3870,15106
43,455,463,3530,15552
44,445,375,3205,15975
45,444,312,2917,16327
46,475,256,2605,16664
47,481,209,2322,16988
48,511,182,2058,17249
49,538,181,1836,17445
50,570,166,1649,17615
51,598,146,1465,17791
52,632,134,1301,17933
53,681,119,1162,18038
54,732,102,1043,18123
55,758,98,916,18228
56,799,99,816,18286
57,833,85,747,18335
58,874,76,645,18405
59,908,69,588,18435
60,971,67,529,18433
61,1028,62,470,18440
62,1097,53,425,18425
63,1146,59,383,18412
64,1197,55,365,18383
65,1259,54,318,18369
66,1307,48,287,18358
67,1365,51,266,18318
68,1418,52,238,18292
69,1470,50,215,18265
70,1521,39,205,18235
71,1562,32,187,18219
72,1623,30,161,18186
73,1680,30,146,18144
74,1740,29,136,18095
75,1806,27,121,18046
76,1869,25,108,17998
77,1911,28,100,17961
78,1965,25,93,17917
79,2018,23,91,17868
80,2067,22,88,17823
81,2130,22,80,17768
82,2194,22,77,17707
83,2266,18,73,17643
84,2318,14,67,17601
85,2373,16,64,17547
86,2421,15,61,17503
87,2464,12,62,17462
88,2519,17,59,17405
89,2561,16,57,17366
90,2608,15,53,17324
91,2664,13,49,17274
92,2719,10,47,17224
93,2766,14,45,17175
94,2824,11,45,17120
95,2882,13,41,17064
96,2935,15,40,17010
97,2976,14,41,16969
98,3026,15,38,16921
99,3071,18,32,16879
100,3109,15,35,16841
101,3144,21,30,16805
102,3186,18,33,16763
103,3240,20,35,16705
104,3276,14,37,16673
105,3325,7,40,16628
106,3380,7,39,16574
107,3437,6,37,16520
108,3491,9,36,16464
109,3532,13,29,16426
110,3580,14,29,16377
111,3627,16,27,16330
112,3681,10,32,16277
113,3723,8,30,16239
114,3781,8,28,16183
115,3821,8,24,16147
116,3870,9,22,16099
117,3903,14,17,16066
118,3961,11,21,16007
119,4008,13,17,15962
120,4068,10,22,15900
121,4115,8,21,15856
122,4167,9,18,15806
123,4211,9,15,15765
124,4251,12,13,15724
125,4299,8,16,15677
126,4342,9,16,15633
127,4386,9,14,15591
128,4422,9,13,15556
129,4456,9,15,15520
130,4495,8,13,15484
131,4533,8,14,15445
132,4574,9,13,15404
133,4618,6,14,15362
134,4660,8,11,15321
135,4701,8,12,15279
136,4741,8,14,15237
137,4783,13,13,15191
138,4829,9,17,15145
139,4859,10,13,15118
140,4905,9,15,15071
141,4936,9,15,15040
142,4975,10,14,15001
143,5013,11,16,14960
144,5052,13,13,14922
145,5099,11,15,14875
146,5144,8,17,14831
147,5179,8,19,14794
148,5210,8,16,14766
149,5241,12,16,14731
150,5283,10,20,14687
151,5316,12,23,14649
152,5361,12,25,14602
153,5402,14,26,14558
154,5428,27,26,14519
155,5467,21,26,14486
156,5506,23,28,14443
157,5544,23,28,14405
158,5568,25,28,14379
159,5596,31,27,14346
160,5629,29,32,14310
161,5651,34,34,14281
162,5694,31,39,14236
163,5726,31,39,14204
164,5764,33,46,14157
165,5790,36,48,14126
166,5825,30,54,14091
167,5859,26,58,14057
168,5882,30,61,14027
169,5919,33,66,13982
170,5943,30,63,13964
171,5966,32,63,13939
172,5997,37,67,13899
173,6023,41,60,13876
174,6046,42,61,13851
175,6075,35,71,13819
176,6111,38,66,13785
177,6135,34,74,13757
178,6164,36,77,13723
179,6191,38,76,13695
180,6209,37,79,13675
181,6235,40,81,13644
182,6250,50,76,13624
183,6272,59,75,13594
184,6306,52,78,13564
185,6329,46,89,13536
186,6333,65,91,13511
187,6348,77,94,13481
188,6375,75,101,13449
189,6381,80,106,13433
190,6406,78,117,13399
191,6415,76,128,13381
192,6422,87,139,13352
193,6420,98,153,13329
194,6420,108,150,13322
195,6423,117,157,13303
196,6414,135,166,13285
197,6414,139,185,13262
198,6391,154,201,13254
199,6372,156,235,13237
200,6364,154,256,13226
201,6340,171,264,13225
202,6304,202,276,13218
203,6286,220,281,13213
204,6260,216,322,13202
205,6231,229,346,13194
206,6180,235,379,13206
207,6156,260,383,13201
208,6121,277,403,13199
209,6053,284,445,13218
210,6013,279,490,13218
211,5944,325,501,13230
212,5875,341,528,13256
213,5796,363,547,13294
214,5725,372,579,13324
215,5628,410,605,13357
216,5546,423,638,13393
217,5459,436,685,13420
218,5362,463,721,13454
219,5275,464,730,13531
220,5190,473,743,13594
221,5084,482,785,13649
222,5007,481,821,13691
223,4917,477,851,13755
224,4792,498,865,13845
225,4719,488,904,13889
226,4604,510,923,13963
227,4514,516,940,14030
228,4379,549,933,14139
229,4284,528,1010,14178
230,4177,523,1004,14296
231,4089,518,1001,14392
232,4007,509,1001,14483
233,3935,485,1022,14558
234,3827,511,1016,14646
235,3741,517,1010,14732
236,3668,502,1026,14804
237,3596,504,1011,14889
238,3558,469,1006,14967
239,3488,453,985,15074
240,3427,467,976,15130
241,3328,485,975,15212
242,3290,450,982,15278
243,3240,453,960,15347
244,3197,426,970,15407
245,3158,405,958,15479
246,3103,426,935,15536
247,3060,396,923,15621
248,3000,397,905,15698
249,2978,361,904,15757
250,2943,371,882,15804
