day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19962,18,20,0
1,19952,24,22,2
2,19936,35,23,6
3,19919,38,34,9
4,19886,58,42,14
5,19852,76,53,19
6,19804,105,68,23
7,19763,113,96,28
8,19691,149,117,43
9,19613,190,144,53
10,19479,263,179,79
11,19332,341,221,106
12,19181,392,295,132
13,18951,515,363,171
14,18660,665,460,215
15,18339,793,581,287
16,17940,976,727,357
17,17383,1242,911,464
18,16802,1484,1128,586
19,16049,1801,1418,732
20,15190,2141,1742,927
21,14213,2487,2142,1158
22,13139,2858,2564,1439
23,11889,3320,3028,1763
24,10586,3673,3590,2151
25,9208,3977,4176,2639
26,7850,4202,4783,3165
27,6587,4237,5412,3764
28,5332,4286,5867,4515
29,4293,4085,6356,5266
30,3326,3905,6665,6104
31,2597,3576,6850,6977
32,2006,3153,6981,7860
33,1508,2738,6968,8786
34,1188,2364,6783,9665
35,940,1984,6554,10522
36,748,1655,6222,11375
37,634,1347,5846,12173
38,544,1076,5489,12891
39,483,877,5078,13562
40,445,703,4704,14148
41,417,552,4285,14746
42,414,421,3925,15240
43,409,358,3541,15692
44,411,302,3159,16128
45,430,255,2849,16466
46,442,232,2551,16775
47,436,210,2276,17078
48,451,198,2012,17339
49,477,182,1779,17562
50,510,145,1597,17748
51,563,132,1415,17890
52,591,115,1255,18039
53,636,94,1126,18144
54,681,95,991,18233
55,720,85,878,18317
56,754,82,776,18388
57,808,73,685,18434
58,863,69,612,18456
59,912,61,545,18482
60,970,55,494,18481
61,1029,52,456,18463
62,1075,62,415,18448
63,1130,63,375,18432
64,1189,57,347,18407
65,1236,54,308,18402
66,1304,52,271,18373
67,1365,47,240,18348
68,1417,42,226,18315
69,1484,43,214,18259
70,1545,50,186,18219
71,1579,55,161,18205
72,1631,42,152,18175
73,1678,39,144,18139
74,1726,30,129,18115
75,1782,32,111,18075
76,1825,31,106,18038
77,1888,25,103,17984
78,1934,21,99,17946
79,2001,24,87,17888
80,2054,21,77,17848
81,2110,25,67,17798
82,2165,20,68,17747
83,2225,23,62,17690
84,2273,16,65,17646
85,2325,19,57,17599
86,2396,17,54,17533
87,2442,13,51,17494
88,2502,15,52,17431
89,2566,15,48,17371
90,2611,16,44,17329
91,2654,20,46,17280
92,2705,23,42,17230
93,2744,16,39,17201
94,2794,20,34,17152
95,2840,17,32,17111
96,2882,11,32,17075
97,2938,12,31,17019
98,2993,10,32,16965
99,3038,14,28,16920
100,3071,15,27,16887
101,3126,14,26,16834
102,3173,10,28,16789
103,3220,7,27,16746
104,3269,6,30,16695
105,3322,3,28,16647
106,3363,8,26,16603
107,3422,8,22,16548
108,3460,12,21,16507
109,3511,14,19,16456
110,3558,7,24,16411
111,3600,8,25,16367
112,3637,10,24,16329
113,3679,13,21,16287
114,3723,10,20,16247
115,3770,12,18,16200
116,3810,13,17,16160
117,3858,10,20,16112
118,3903,8,21,16068
119,3940,9,20,16031
120,3987,10,20,15983
121,4037,7,24,15932
122,4072,10,22,15896
123,4115,14,17,15854
124,4157,14,16,15813
125,4204,18,16,15762
126,4259,19,14,15708
127,4308,14,19,15659
128,4363,13,17,15607
129,4405,14,20,15561
130,4451,10,23,15516
131,4488,10,22,15480
132,4531,8,21,15440
133,4563,11,19,15407
134,4605,12,19,15364
135,4645,10,21,15324
136,4692,11,21,15276
137,4728,11,21,15240
138,4763,11,21,15205
139,4799,13,24,15164
140,4831,15,24,15130
141,4868,13,21,15098
142,4901,15,22,15062
143,4942,13,25,15020
144,4977,11,31,14981
145,5032,11,27,14930
146,5066,14,26,14894
147,5110,17,21,14852
148,5141,16,24,14819
149,5164,20,28,14788
150,5210,23,27,14740
151,5245,25,25,14705
152,5279,23,25,14673
153,5317,18,28,14637
154,5349,18,33,14600
155,5391,16,40,14553
156,5425,21,39,14515
157,5457,24,42,14477
158,5496,21,48,14435
159,5513,32,51,14404
160,5546,31,56,14367
161,5580,32,66,14322
162,5596,40,64,14300
163,5625,45,70,14260
164,5647,46,72,14235
165,5669,47,82,14202
166,5693,54,86,14167
167,5713,54,88,14145
168,5730,60,90,14120
169,5749,66,94,14091
170,5767,60,101,14072
171,5793,64,103,14040
172,5808,66,108,14018
173,5818,80,112,13990
174,5839,83,121,13957
175,5850,78,137,13935
176,5859,75,157,13909
177,5861,92,156,13891
178,5866,97,167,13870
179,5873,109,168,13850
180,5891,120,169,13820
181,5888,123,172,13817
182,5883,127,188,13802
183,5875,136,190,13799
184,5876,138,199,13787
185,5873,141,210,13776
186,5862,160,220,13758
187,5846,170,229,13755
188,5847,172,238,13743
189,5834,169,255,13742
190,5808,193,259,13740
191,5796,190,279,13735
