day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19965,15,20,0
1,19950,24,24,2
2,19923,43,30,4
3,19902,52,38,8
4,19874,71,43,12
5,19837,87,56,20
6,19793,110,67,30
7,19741,138,82,39
8,19677,169,102,52
9,19608,189,140,63
10,19498,238,186,78
11,19339,331,226,104
12,19175,395,297,133
13,18947,494,386,173
14,18654,638,496,212
15,18283,835,602,280
16,17831,1072,747,350
17,17330,1245,977,448
18,16707,1534,1195,564
19,15992,1805,1465,738
20,15052,2200,1824,924
21,13994,2620,2252,1134
22,12810,3079,2686,1425
23,11583,3442,3189,1786
24,10191,3832,3787,2190
25,8781,4106,4462,2651
26,7374,4351,5058,3217
27,5982,4466,5611,3941
28,4843,4362,6154,4641
29,3808,4154,6592,5446
30,2982,3829,6912,6277
31,2310,3417,7123,7150
32,1732,3031,7143,8094
33,1334,2620,7029,9017
34,1016,2223,6860,9901
35,805,1810,6602,10783
36,663,1468,6266,11603
37,557,1215,5839,12389
38,490,966,5420,13124
39,424,781,5001,13794
40,414,605,4563,14418
41,387,531,4091,14991
42,392,427,3707,15474
43,379,361,3328,15932
44,376,287,2976,16361
45,392,255,2639,16714
46,439,209,2336,17016
47,462,173,2081,17284
48,501,144,1886,17469
49,526,146,1662,17666
50,558,135,1481,17826
51,596,111,1323,17970
52,642,102,1168,18088
53,676,106,1033,18185
54,726,92,911,18271
55,768,91,813,18328
56,807,85,741,18367
57,869,69,671,18391
58,905,66,596,18433
59,956,71,530,18443
60,1009,65,459,18467
61,1072,56,411,18461
62,1117,52,371,18460
63,1163,51,336,18450
64,1211,46,320,18423
65,1272,48,271,18409
66,1331,41,254,18374
67,1385,42,233,18340
68,1430,37,207,18326
69,1480,31,189,18300
70,1531,41,172,18256
71,1592,35,159,18214
72,1648,34,145,18173
73,1692,37,132,18139
74,1749,35,123,18093
75,1818,29,116,18037
76,1879,32,110,17979
77,1927,31,99,17943
78,1982,33,82,17903
79,2039,32,75,17854
80,2099,23,79,17799
81,2164,22,77,17737
82,2206,24,70,17700
83,2266,22,70,17642
84,2303,23,60,17614
85,2357,22,55,17566
86,2405,21,54,17520
87,2451,22,46,17481
88,2498,20,42,17440
89,2547,14,40,17399
90,2593,14,40,17353
91,2634,13,42,17311
92,2701,15,41,17243
93,2752,13,44,17191
94,2811,13,45,17131
95,2851,10,44,17095
96,2895,14,34,17057
97,2953,14,31,17002
98,2994,13,27,16966
99,3043,12,23,16922
100,3089,11,23,16877
101,3131,13,24,16832
102,3178,16,23,16783
103,3220,14,27,16739
104,3263,18,25,16694
105,3304,20,23,16653
106,3358,15,27,16600
107,3398,17,26,16559
108,3452,16,26,16506
109,3491,13,31,16465
110,3551,10,33,16406
111,3599,12,30,16359
112,3638,14,27,16321
113,3680,14,27,16279
114,3729,13,27,16231
115,3778,13,23,16186
116,3824,10,25,16141
117,3872,11,24,16093
118,3905,14,22,16059
119,3933,14,23,16030
120,3985,15,20,15980
121,4024,19,18,15939
122,4086,14,21,15879
123,4117,10,24,15849
124,4163,10,22,15805
125,4219,10,22,15749
126,4271,9,23,15697
127,4301,11,22,15666
128,4337,13,21,15629
129,4384,12,20,15584
130,4413,13,16,15558
131,4461,13,12,15514
132,4506,14,15,15465
133,4548,14,15,15423
134,4598,15,13,15374
135,4651,11,16,15322
136,4694,7,18,15281
137,4737,6,18,15239
138,4768,4,21,15207
139,4818,8,15,15159
140,4857,10,15,15118
141,4893,8,13,15086
142,4940,8,12,15040
143,4977,7,14,15002
144,5010,8,13,14969
145,5050,9,12,14929
146,5092,7,16,14885
147,5121,7,14,14858
148,5149,8,15,14828
149,5195,9,15,14781
150,5242,8,14,14736
151,5281,8,12,14699
152,5313,10,13,14664
153,5352,9,14,14625
154,5383,12,14,14591
155,5419,17,12,14552
156,5459,16,14,14511
157,5493,17,14,14476
158,5527,15,17,14441
159,5573,11,19,14397
160,5615,11,18,14356
161,5651,11,17,14321
162,5701,9,18,14272
163,5742,7,19,14232
164,5783,7,22,14188
165,5814,12,19,14155
166,5850,12,21,14117
167,5892,12,21,14075
168,5930,16,19,14035
169,5967,14,23,13996
170,6000,14,21,13965
171,6037,17,17,13929
172,6071,13,19,13897
173,6111,12,22,13855
174,6145,12,24,13819
175,6174,18,25,13783
176,6212,18,31,13739
177,6240,17,33,13710
178,6271,19,33,13677
179,6299,22,32,13647
180,6330,24,33,13613
