day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19963,17,20,0
1,19952,22,24,2
2,19931,38,25,6
3,19919,39,34,8
4,19896,51,42,11
5,19860,71,52,17
6,19823,95,56,26
7,19772,123,74,31
8,19712,150,96,42
9,19637,178,130,55
10,19546,207,183,64
11,19399,293,215,93
12,19229,399,247,125
13,19049,463,328,160
14,18787,593,424,196
15,18445,777,519,259
16,18031,1002,653,314
17,17577,1164,860,399
18,16987,1431,1067,515
19,16301,1690,1339,670
20,15463,2046,1629,862
21,14518,2391,2014,1077
22,13467,2783,2403,1347
23,12259,3152,2948,1641
24,10924,3609,3445,2022
25,9476,4013,4043,2468
26,8137,4215,4655,2993
27,6743,4411,5241,3605
28,5491,4404,5836,4269
29,4411,4194,6344,5051
30,3427,3992,6717,5864
31,2643,3629,6990,6738
32,2046,3242,7112,7600
33,1522,2863,7120,8495
34,1211,2393,7028,9368
35,953,1989,6771,10287
36,776,1625,6456,11143
37,625,1352,6047,11976
38,539,1102,5612,12747
39,501,847,5294,13358
40,446,700,4782,14072
41,438,581,4319,14662
42,415,486,3894,15205
43,403,404,3512,15681
44,399,342,3177,16082
45,409,282,2858,16451
46,431,228,2534,16807
47,451,199,2230,17120
48,477,183,1995,17345
49,511,144,1796,17549
50,544,130,1587,17739
51,578,119,1414,17889
52,625,96,1249,18030
53,654,104,1122,18120
54,691,100,993,18216
55,733,96,876,18295
56,782,98,779,18341
57,823,92,698,18387
58,881,80,625,18414
59,936,71,568,18425
60,985,65,508,18442
61,1029,71,460,18440
62,1070,76,408,18446
63,1110,73,368,18449
64,1166,69,337,18428
65,1206,62,323,18409
66,1271,57,304,18368
67,1328,54,265,18353
68,1369,49,244,18338
69,1410,50,219,18321
70,1468,44,198,18290
71,1526,41,177,18256
72,1575,41,158,18226
73,1635,39,150,18176
74,1698,34,151,18117
75,1751,31,135,18083
76,1799,30,124,18047
77,1873,27,112,17988
78,1919,28,104,17949
79,1969,26,97,17908
80,2009,25,88,17878
81,2068,21,79,17832
82,2128,15,65,17792
83,2187,21,59,17733
84,2236,23,53,17688
85,2294,19,53,17634
86,2341,18,49,17592
87,2396,11,49,17544
88,2456,13,40,17491
89,2531,12,39,17418
90,2574,14,36,17376
91,2633,14,36,17317
92,2684,13,30,17273
93,2742,15,26,17217
94,2796,14,26,17164
95,2843,10,28,17119
96,2887,8,27,17078
97,2943,9,23,17025
98,2987,3,26,16984
99,3044,5,23,16928
100,3095,6,23,16876
101,3150,6,19,16825
102,3199,6,21,16774
103,3253,3,21,16723
104,3290,5,20,16685
105,3339,7,15,16639
106,3390,5,14,16591
107,3428,4,15,16553
108,3479,7,14,16500
109,3531,6,13,16450
110,3592,5,15,16388
111,3631,8,14,16347
112,3689,10,13,16288
113,3730,10,13,16247
114,3785,9,14,16192
115,3825,7,18,16150
116,3858,9,16,16117
117,3909,10,13,16068
118,3949,8,11,16032
119,3989,7,12,15992
120,4031,5,15,15949
121,4065,8,15,15912
122,4108,11,13,15868
123,4163,10,11,15816
124,4197,8,13,15782
125,4245,7,14,15734
126,4286,9,15,15690
127,4341,10,15,15634
128,4389,6,18,15587
129,4426,6,18,15550
130,4462,7,20,15511
131,4502,8,20,15470
132,4543,9,18,15430
133,4582,7,19,15392
134,4624,10,19,15347
135,4659,10,19,15312
136,4699,10,20,15271
137,4738,12,20,15230
138,4782,13,22,15183
139,4822,18,22,15138
140,4864,19,25,15092
141,4902,15,30,15053
142,4934,16,28,15022
143,4980,16,34,14970
144,5015,17,32,14936
145,5048,15,30,14907
146,5076,17,30,14877
147,5112,16,30,14842
148,5149,18,24,14809
149,5189,16,26,14769
150,5215,17,31,14737
151,5245,21,26,14708
152,5270,23,32,14675
153,5311,20,33,14636
154,5354,18,36,14592
155,5385,17,39,14559
156,5428,18,43,14511
157,5452,24,43,14481
158,5485,25,42,14448
159,5516,24,46,14414
160,5541,29,43,14387
161,5573,23,47,14357
162,5606,28,44,14322
163,5647,29,42,14282
164,5676,30,44,14250
165,5698,34,45,14223
166,5743,31,50,14176
167,5770,33,53,14144
168,5813,30,59,14098
169,5840,40,60,14060
170,5873,39,62,14026
171,5909,42,65,13984
172,5920,45,74,13961
173,5942,53,79,13926
174,5972,49,88,13891
175,5999,50,83,13868
176,6012,60,81,13847
177,6033,63,89,13815
178,6053,71,94,13782
179,6076,83,101,13740
180,6095,84,110,13711
181,6114,85,115,13686
182,6144,82,123,13651
183,6167,79,132,13622
184,6167,102,132,13599
185,6173,114,136,13577
186,6176,105,149,13570
187,6164,115,160,13561
188,6158,120,178,13544
189,6150,129,192,13529
190,6141,129,202,13528
191,6118,156,213,13513
192,6105,161,226,13508
193,6094,170,239,13497
194,6080,158,270,13492
195,6060,167,281,13492
196,6038,178,302,13482
197,5997,204,309,13490
198,5955,225,323,13497
199,5909,236,348,13507
200,5867,251,371,13511
201,5825,259,403,13513
202,5751,285,437,13527
203,5693,307,479,13521
204,5647,326,491,13536
205,5562,342,504,13592
206,5527,339,532,13602
207,5451,366,548,13635
208,5375,386,565,13674
209,5304,376,613,13707
210,5214,413,634,13739
211,5145,411,683,13761
212,5040,436,706,13818
213,4954,439,748,13859
214,4830,489,748,13933
215,4741,501,794,13964
216,4635,485,857,14023
217,4537,507,876,14080
218,4454,509,904,14133
219,4345,515,932,14208
220,4234,532,936,14298
221,4124,543,960,14373
222,3996,548,1000,14456
223,3885,545,1040,14530
224,3793,548,1050,14609
225,3691,554,1042,14713
226,3590,548,1055,14807
227,3491,558,1056,14895
228,3393,578,1062,14967
229,3317,541,1106,15036
230,3226,522,1128,15124
231,3158,499,1133,15210
232,3105,482,1112,15301
233,3061,449,1107,15383
234,2988,448,1088,15476
235,2929,443,1051,15577
236,2902,435,1032,15631
237,2867,401,1018,15714
238,2825,381,1011,15783
239,2792,371,992,15845
240,2783,353,940,15924
241,2769,342,921,15968
242,2747,349,883,16021
243,2733,350,852,16065
244,2687,360,826,16127
245,2659,350,819,16172
246,2652,338,786,16224
247,2650,323,742,16285
248,2634,300,745,16321
249,2644,298,724,16334
250,2654,282,701,16363
251,2654,281,675,16390
252,2660,269,664,16407
253,2665,272,631,16432
254,2701,256,620,16423
255,2714,228,626,16432
256,2744,213,613,16430
257,2755,223,594,16428
258,2775,229,598,16398
259,2789,244,565,16402
260,2791,234,580,16395
261,2794,238,571,16397
262,2797,241,571,16391
263,2822,223,558,16397
264,2864,220,526,16390
265,2885,206,535,16374
266,2905,204,526,16365
267,2926,209,509,16356
268,2958,206,511,16325
269,3002,194,498,16306
270,3033,196,488,16283
271,3038,202,483,16277
272,3085,193,468,16254
273,3110,195,451,16244
274,3140,184,466,16210
275,3164,191,445,16200
276,3193,195,444,16168
277,3225,177,443,16155
278,3276,174,428,16122
279,3316,173,423,16088
280,3333,188,403,16076
281,3393,190,391,16026
282,3437,184,401,15978
283,3472,202,385,15941
284,3532,189,398,15881
285,3563,191,392,15854
286,3592,207,393,15808
287,3609,219,392,15780
288,3628,206,401,15765
289,3670,189,400,15741
290,3671,206,405,15718
291,3691,222,402,15685
292,3715,210,419,15656
293,3753,201,418,15628
294,3780,213,419,15588
295,3802,215,422,15561
296,3827,219,436,15518
297,3843,234,422,15501
298,3885,217,438,15460
299,3901,236,436,15427
300,3918,244,440,15398
301,3959,244,436,15361
302,3974,258,439,15329
303,3991,256,444,15309
304,4008,247,450,15295
305,4019,245,463,15273
306,4046,245,471,15238
307,4048,273,462,15217
308,4050,287,467,15196
309,4057,281,488,15174
310,4056,275,499,15170
311,4070,266,509,15155
312,4090,258,515,15137
313,4099,263,515,15123
314,4101,266,514,15119
315,4109,265,526,15100
316,4105,282,516,15097
317,4100,273,538,15089
318,4107,283,540,15070
319,4105,291,562,15042
320,4114,277,581,15028
321,4109,288,585,15018
322,4088,305,588,15019
323,4079,305,608,15008
324,4065,307,622,15006
325,4090,280,639,14991
326,4059,318,636,14987
327,4044,319,632,15005
328,4022,329,655,14994
329,3999,344,641,15016
330,3990,345,644,15021
331,3960,361,660,15019
332,3925,371,666,15038
333,3927,353,673,15047
334,3908,355,693,15044
335,3897,359,680,15064
336,3900,345,710,15045
337,3912,333,722,15033
338,3868,351,732,15049
339,3845,349,732,15074
340,3834,353,723,15090
341,3848,364,708,15080
342,3835,360,709,15096
343,3831,362,719,15088
344,3816,357,728,15099
345,3812,364,723,15101
346,3801,375,720,15104
347,3818,351,738,15093
348,3798,348,751,15103
349,3793,348,766,15093
350,3778,361,754,15107
351,3765,361,751,15123
352,3749,360,767,15124
353,3714,377,741,15168
354,3715,371,753,15161
355,3682,387,768,15163
356,3704,373,776,15147
357,3676,383,789,15152
358,3667,379,795,15159
359,3675,384,805,15136
360,3652,381,798,15169
361,3669,375,806,15150
362,3636,383,811,15170
363,3599,415,767,15219
364,3617,361,813,15209
365,3604,355,811,15230
366,3580,352,826,15242
367,3563,365,823,15249
368,3535,387,822,15256
369,3537,380,807,15276
370,3519,390,815,15276
371,3502,399,781,15318
372,3512,390,802,15296
373,3498,382,804,15316
374,3489,388,814,15309
375,3449,405,805,15341
376,3431,410,796,15363
377,3426,412,809,15353
378,3420,410,794,15376
379,3386,428,801,15385
380,3368,424,797,15411
381,3339,400,817,15444
382,3342,394,811,15453
383,3312,391,803,15494
384,3310,368,786,15536
385,3344,342,810,15504
386,3358,331,792,15519
387,3348,355,754,15543
388,3351,356,771,15522
389,3356,360,766,15518
390,3364,365,766,15505
391,3362,357,775,15506
392,3347,345,778,15530
393,3356,353,770,15521
394,3369,349,744,15538
395,3358,343,748,15551
396,3371,339,735,15555
397,3363,345,739,15553
398,3367,342,739,15552
399,3373,337,727,15563
400,3354,336,703,15607
401,3372,333,715,15580
402,3401,321,728,15550
403,3396,340,735,15529
404,3411,344,727,15518
405,3409,327,749,15515
406,3404,325,735,15536
407,3394,364,726,15516
408,3395,363,745,15497
409,3387,357,729,15527
410,3384,362,727,15527
411,3383,354,729,15534
412,3400,329,738,15533
413,3408,309,718,15565
414,3425,307,710,15558
415,3418,322,694,15566
416,3411,332,704,15553
417,3410,326,693,15571
418,3428,327,690,15555
419,3433,326,666,15575
420,3441,325,672,15562
421,3459,310,685,15546
422,3471,303,673,15553
423,3499,287,671,15543
424,3505,300,664,15531
425,3498,303,667,15532
426,3524,312,670,15494
427,3525,303,672,15500
428,3519,302,685,15494
429,3527,294,679,15500
430,3563,293,682,15462
431,3561,298,673,15468
432,3589,291,682,15438
433,3588,302,679,15431
434,3591,311,670,15428
435,3588,318,666,15428
436,3599,308,690,15403
437,3618,314,679,15389
438,3625,327,659,15389
439,3626,328,657,15389
440,3644,308,675,15373
441,3652,318,662,15368
442,3628,314,676,15382
443,3642,313,665,15380
444,3636,309,679,15376
445,3616,315,701,15368
446,3615,313,680,15392
447,3608,328,682,15382
448,3610,333,678,15379
449,3618,320,680,15382
450,3625,311,663,15401
451,3637,312,650,15401
452,3660,313,648,15379
453,3677,309,650,15364
454,3684,295,665,15356
455,3680,308,674,15338
456,3671,316,665,15348
457,3690,298,688,15324
458,3682,309,699,15310
459,3674,334,669,15323
460,3695,329,674,15302
461,3692,330,685,15293
462,3686,322,706,15286
463,3668,326,685,15321
464,3684,317,701,15298
465,3677,330,696,15297
466,3656,336,713,15295
467,3656,340,702,15302
468,3662,331,707,15300
469,3643,317,705,15335
470,3650,312,706,15332
471,3667,293,703,15337
472,3678,310,675,15337
473,3681,317,666,15336
474,3675,308,669,15348
475,3659,322,652,15367
476,3644,330,654,15372
477,3648,336,660,15356
478,3682,331,660,15327
479,3695,328,653,15324
480,3665,352,644,15339
481,3655,350,649,15346
482,3661,344,638,15357
483,3671,331,659,15339
484,3676,335,659,15330
485,3680,336,649,15335
486,3675,330,669,15326
487,3675,330,666,15329
488,3689,301,688,15322
489,3680,320,678,15322
490,3659,320,685,15336
491,3667,322,674,15337
492,3681,332,670,15317
493,3666,323,675,15336
494,3654,335,681,15330
495,3660,325,688,15327
496,3670,311,696,15323
497,3648,335,688,15329
498,3652,340,674,15334
499,3637,344,687,15332
500,3641,336,691,15332
501,3641,343,694,15322
502,3645,338,693,15324
503,3634,321,697,15348
504,3628,336,696,15340
505,3631,306,722,15341
