day,susceptibleCount,exposedCount,infectedCount,recoveredCount
0,19966,14,20,0
1,19955,21,22,2
2,19931,41,24,4
3,19911,47,36,6
4,19890,55,47,8
5,19848,88,51,13
6,19808,101,74,17
7,19749,136,90,25
8,19671,177,113,39
9,19596,194,160,50
10,19500,243,185,72
11,19383,295,228,94
12,19241,345,283,131
13,19037,448,343,172
14,18791,571,420,218
15,18462,736,525,277
16,18090,907,651,352
17,17642,1112,806,440
18,17083,1325,1045,547
19,16371,1632,1302,695
20,15555,1970,1592,883
21,14638,2351,1909,1102
22,13577,2737,2338,1348
23,12383,3145,2801,1671
24,11074,3573,3303,2050
25,9748,3851,3923,2478
26,8435,4021,4533,3011
27,7095,4239,5087,3579
28,5802,4340,5631,4227
29,4623,4284,6159,4934
30,3597,4042,6612,5749
31,2793,3729,6873,6605
32,2157,3346,7024,7473
33,1664,2889,7081,8366
34,1292,2425,7021,9262
35,1035,2051,6796,10118
36,837,1678,6536,10949
37,681,1425,6140,11754
38,591,1134,5725,12550
39,525,941,5269,13265
40,463,761,4830,13946
41,445,597,4370,14588
42,437,510,3932,15121
43,441,425,3550,15584
44,438,327,3230,16005
45,461,267,2909,16363
46,495,217,2617,16671
47,524,182,2328,16966
48,551,163,2063,17223
49,585,145,1826,17444
50,598,145,1596,17661
51,618,141,1415,17826
52,660,123,1255,17962
53,698,119,1112,18071
54,737,100,1006,18157
55,766,85,886,18263
56,808,80,792,18320
57,854,84,692,18370
58,895,78,620,18407
59,937,84,559,18420
60,981,69,522,18428
61,1021,66,477,18436
62,1057,64,431,18448
63,1108,72,398,18422
64,1167,63,361,18409
65,1201,50,333,18416
66,1266,40,300,18394
67,1325,42,277,18356
68,1392,46,242,18320
69,1456,44,222,18278
70,1509,36,201,18254
71,1555,36,182,18227
72,1599,37,165,18199
73,1649,36,148,18167
74,1723,32,134,18111
75,1781,29,121,18069
76,1837,29,115,18019
77,1875,31,110,17984
78,1939,28,104,17929
79,1991,31,100,17878
80,2042,30,88,17840
81,2094,32,79,17795
82,2136,35,73,17756
83,2192,26,69,17713
84,2275,21,71,17633
85,2327,18,66,17589
86,2375,17,58,17550
87,2429,12,54,17505
88,2475,14,54,17457
89,2523,15,50,17412
90,2580,13,53,17354
91,2618,15,43,17324
92,2666,17,36,17281
93,2715,15,38,17232
94,2763,16,34,17187
95,2807,16,28,17149
96,2857,16,26,17101
97,2906,12,24,17058
98,2962,12,22,17004
99,3017,9,20,16954
100,3062,10,19,16909
101,3105,13,18,16864
102,3166,10,21,16803
103,3208,11,21,16760
104,3263,9,23,16705
105,3315,12,19,16654
106,3367,10,18,16605
107,3408,11,19,16562
108,3472,8,23,16497
109,3528,11,22,16439
110,3563,12,23,16402
111,3606,10,23,16361
112,3654,5,25,16316
113,3696,10,26,16268
114,3758,11,26,16205
115,3797,12,22,16169
116,3837,10,22,16131
117,3884,10,26,16080
118,3932,9,23,16036
119,3977,13,18,15992
120,4019,12,20,15949
121,4066,10,18,15906
122,4102,7,22,15869
123,4138,6,26,15830
124,4180,9,21,15790
125,4217,8,20,15755
126,4270,9,19,15702
127,4325,7,16,15652
128,4367,8,13,15612
129,4416,9,11,15564
130,4453,10,12,15525
131,4498,11,13,15478
132,4535,11,18,15436
133,4574,10,20,15396
134,4615,12,20,15353
135,4656,12,23,15309
136,4693,12,23,15272
137,4720,19,15,15246
138,4754,17,14,15215
139,4801,16,17,15166
140,4832,12,22,15134
141,4876,14,22,15088
142,4917,11,22,15050
143,4959,11,23,15007
144,4995,11,24,14970
145,5031,17,22,14930
146,5074,15,21,14890
147,5104,18,21,14857
148,5145,19,23,14813
149,5203,14,30,14753
